"source","path","exists","md5"
"robust_cats_audit_helpers","C:/Users/macks/Desktop/mmiCATs/data-raw/robust_cats_audit_helpers.R",TRUE,"9d3deba042bb65f3b4cb2ba5a79d41aa"
"robust_cats_failure_retention","C:/Users/macks/Desktop/mmiCATs/data-raw/robust_cats_failure_retention_audit.R",TRUE,"f58da169445ad4be188a15e604c3d785"
"pwr_func_study1_helpers","C:/Users/macks/Desktop/mmiCATs/R/pwr_func_study1_helpers.R",TRUE,"99cff36ff6b5c9d49fe1f235e9572fa4"
"cluster_im_lmRob","C:/Users/macks/Desktop/mmiCATs/R/cluster_im_lmRob.R",TRUE,"8a8c06b259037be88d3fc09de9044f2d"
"helpers_cimrob","C:/Users/macks/Desktop/mmiCATs/R/helpers_cimrob.R",TRUE,"9da15d2c34874f7b53d480312d8d6448"
