"cluster","intercept_baseline","x_baseline","retained_before_truncation_baseline","intercept_observed","x_observed","retained_before_truncation_observed","contamination","dataset_id","engine","variant","intercept_absolute_difference","x_absolute_difference","retention_changed"
"5",0.743342879943866,-0.0665383121350993,TRUE,0.74334289557765,-0.0665383053566441,TRUE,"bad_leverage",2,"robust","global_row_order",1.56337844892107e-08,6.77845515828501e-09,FALSE
"6",1.55960601194298,-0.0495059937146996,TRUE,1.55960599303424,-0.0495059843482742,TRUE,"bad_leverage",2,"robust","global_row_order",1.89087385749076e-08,9.36642548937661e-09,FALSE
"7",0.958370692495706,-0.237437123424861,TRUE,0.958370632752015,-0.237437078973728,TRUE,"bad_leverage",2,"robust","global_row_order",5.97436913274407e-08,4.44511336350484e-08,FALSE
"8",0.568228202062217,-0.0693835818868705,TRUE,0.568228412303103,-0.0693835662346369,TRUE,"bad_leverage",2,"robust","global_row_order",2.10240885922808e-07,1.56522336064446e-08,FALSE
"9",-0.441258104891,0.0497836729948744,TRUE,-0.441258097880974,0.0497836686205185,TRUE,"bad_leverage",2,"robust","global_row_order",7.01002600411726e-09,4.37435596079006e-09,FALSE
"1",2.15994278854453,-0.104994661669701,TRUE,2.15994278854453,-0.104994661669701,TRUE,"bad_leverage",2,"robustbase","exact_repeat",0,0,FALSE
"10",0.647051720604173,0.0932334887723986,TRUE,0.647051720604173,0.0932334887723986,TRUE,"bad_leverage",2,"robustbase","exact_repeat",0,0,FALSE
"2",0.945373769245545,-0.0129704120059926,TRUE,0.945373769245545,-0.0129704120059926,TRUE,"bad_leverage",2,"robustbase","exact_repeat",0,0,FALSE
"3",-0.975860997773846,-0.0384818767762125,TRUE,-0.975860997773846,-0.0384818767762125,TRUE,"bad_leverage",2,"robustbase","exact_repeat",0,0,FALSE
"4",0.694181089013191,-0.0307180296840459,TRUE,0.694181089013191,-0.0307180296840459,TRUE,"bad_leverage",2,"robustbase","exact_repeat",0,0,FALSE
"5",0.757103893568967,-0.070367431151295,TRUE,0.757103893568967,-0.070367431151295,TRUE,"bad_leverage",2,"robustbase","exact_repeat",0,0,FALSE
"6",1.56530924683703,-0.0101230997359146,TRUE,1.56530924683703,-0.0101230997359146,TRUE,"bad_leverage",2,"robustbase","exact_repeat",0,0,FALSE
"7",1.01327167411989,-0.25613109096924,TRUE,1.01327167411989,-0.25613109096924,TRUE,"bad_leverage",2,"robustbase","exact_repeat",0,0,FALSE
"8",0.569918116348872,-0.0817757873508649,TRUE,0.569918116348872,-0.0817757873508649,TRUE,"bad_leverage",2,"robustbase","exact_repeat",0,0,FALSE
"9",-0.421155474915339,0.0597224066528878,TRUE,-0.421155474915339,0.0597224066528878,TRUE,"bad_leverage",2,"robustbase","exact_repeat",0,0,FALSE
"1",2.15994278854453,-0.104994661669701,TRUE,2.15994278854453,-0.104994661669701,TRUE,"bad_leverage",2,"robustbase","within_cluster_row_order",8.88178419700125e-16,5.55111512312578e-17,FALSE
"10",0.647051720604173,0.0932334887723986,TRUE,0.647051720604173,0.0932334887723986,TRUE,"bad_leverage",2,"robustbase","within_cluster_row_order",1.11022302462516e-16,1.38777878078145e-17,FALSE
"2",0.945373769245545,-0.0129704120059926,TRUE,0.945373765558686,-0.0129704144960081,TRUE,"bad_leverage",2,"robustbase","within_cluster_row_order",3.68685848517458e-09,2.49001558261241e-09,FALSE
"3",-0.975860997773846,-0.0384818767762125,TRUE,-0.975861000278133,-0.0384818876450022,TRUE,"bad_leverage",2,"robustbase","within_cluster_row_order",2.50428622283749e-09,1.08687896599458e-08,FALSE
"4",0.694181089013191,-0.0307180296840459,TRUE,0.694181089026131,-0.0307180296798143,TRUE,"bad_leverage",2,"robustbase","within_cluster_row_order",1.29397603743087e-11,4.23161852780574e-12,FALSE
"5",0.757103893568967,-0.070367431151295,TRUE,0.757103893568936,-0.0703674311513163,TRUE,"bad_leverage",2,"robustbase","within_cluster_row_order",3.09752223870419e-14,2.12746487093796e-14,FALSE
"6",1.56530924683703,-0.0101230997359146,TRUE,1.56530924682489,-0.0101230997144866,TRUE,"bad_leverage",2,"robustbase","within_cluster_row_order",1.21385124174367e-11,2.14279774479742e-11,FALSE
"7",1.01327167411989,-0.25613109096924,TRUE,1.01327166306119,-0.256131088492417,TRUE,"bad_leverage",2,"robustbase","within_cluster_row_order",1.1058706839151e-08,2.47682335752231e-09,FALSE
"8",0.569918116348872,-0.0817757873508649,TRUE,0.569918116339595,-0.0817757874380672,TRUE,"bad_leverage",2,"robustbase","within_cluster_row_order",9.2764684822555e-12,8.7202314813517e-11,FALSE
"9",-0.421155474915339,0.0597224066528878,TRUE,-0.421155477154027,0.0597224160749009,TRUE,"bad_leverage",2,"robustbase","within_cluster_row_order",2.23868790172332e-09,9.42201307252422e-09,FALSE
"1",2.15994278854453,-0.104994661669701,TRUE,2.15994278854453,-0.104994661669701,TRUE,"bad_leverage",2,"robustbase","cluster_block_order",0,0,FALSE
"10",0.647051720604173,0.0932334887723986,TRUE,0.647051721662111,0.0932334891686053,TRUE,"bad_leverage",2,"robustbase","cluster_block_order",1.05793795945885e-09,3.96206650821185e-10,FALSE
"2",0.945373769245545,-0.0129704120059926,TRUE,0.945373769245545,-0.0129704120059926,TRUE,"bad_leverage",2,"robustbase","cluster_block_order",0,0,FALSE
"3",-0.975860997773846,-0.0384818767762125,TRUE,-0.975860997773846,-0.0384818767762125,TRUE,"bad_leverage",2,"robustbase","cluster_block_order",0,0,FALSE
"4",0.694181089013191,-0.0307180296840459,TRUE,0.694181089013407,-0.0307180296839719,TRUE,"bad_leverage",2,"robustbase","cluster_block_order",2.16049400592055e-13,7.40137118260265e-14,FALSE
"5",0.757103893568967,-0.070367431151295,TRUE,0.757103893568967,-0.0703674311512949,TRUE,"bad_leverage",2,"robustbase","cluster_block_order",7.7715611723761e-16,9.71445146547012e-17,FALSE
"6",1.56530924683703,-0.0101230997359146,TRUE,1.56530924690195,-0.0101230998509161,TRUE,"bad_leverage",2,"robustbase","cluster_block_order",6.49196252311413e-11,1.15001461478692e-10,FALSE
"7",1.01327167411989,-0.25613109096924,TRUE,1.01327167411989,-0.25613109096924,TRUE,"bad_leverage",2,"robustbase","cluster_block_order",0,0,FALSE
"8",0.569918116348872,-0.0817757873508649,TRUE,0.569918116348872,-0.0817757873508649,TRUE,"bad_leverage",2,"robustbase","cluster_block_order",0,0,FALSE
"9",-0.421155474915339,0.0597224066528878,TRUE,-0.421155477154027,0.0597224160749009,TRUE,"bad_leverage",2,"robustbase","cluster_block_order",2.23868795723448e-09,9.42201305864643e-09,FALSE
"1",2.15994278854453,-0.104994661669701,TRUE,2.15994278854453,-0.104994661669701,TRUE,"bad_leverage",2,"robustbase","global_row_order",1.33226762955019e-15,9.71445146547012e-17,FALSE
"10",0.647051720604173,0.0932334887723986,TRUE,0.647051720604173,0.0932334887723986,TRUE,"bad_leverage",2,"robustbase","global_row_order",5.55111512312578e-16,2.77555756156289e-17,FALSE
"2",0.945373769245545,-0.0129704120059926,TRUE,0.945373765558686,-0.0129704144960081,TRUE,"bad_leverage",2,"robustbase","global_row_order",3.68685870721919e-09,2.49001555659156e-09,FALSE
"3",-0.975860997773846,-0.0384818767762125,TRUE,-0.975860996227297,-0.0384818700640289,TRUE,"bad_leverage",2,"robustbase","global_row_order",1.54654955508704e-09,6.71218367692683e-09,FALSE
"4",0.694181089013191,-0.0307180296840459,TRUE,0.694181089013192,-0.030718029684046,TRUE,"bad_leverage",2,"robustbase","global_row_order",2.22044604925031e-16,4.16333634234434e-17,FALSE
"5",0.757103893568967,-0.070367431151295,TRUE,0.757103893568935,-0.0703674311513163,TRUE,"bad_leverage",2,"robustbase","global_row_order",3.11972669919669e-14,2.13301598606108e-14,FALSE
"6",1.56530924683703,-0.0101230997359146,TRUE,1.56530924682489,-0.0101230997144864,TRUE,"bad_leverage",2,"robustbase","global_row_order",1.21391785512515e-11,2.14281838800678e-11,FALSE
"7",1.01327167411989,-0.25613109096924,TRUE,1.01327166306119,-0.256131088492417,TRUE,"bad_leverage",2,"robustbase","global_row_order",1.10587063950618e-08,2.47682330201116e-09,FALSE
"8",0.569918116348872,-0.0817757873508649,TRUE,0.569918116339595,-0.0817757874380672,TRUE,"bad_leverage",2,"robustbase","global_row_order",9.27669052686042e-12,8.7202314813517e-11,FALSE
"9",-0.421155474915339,0.0597224066528878,TRUE,-0.421155475601721,0.0597224095416753,TRUE,"bad_leverage",2,"robustbase","global_row_order",6.86382561898569e-10,2.88878752169319e-09,FALSE
"1",-0.280875288237863,0.0274713989827865,TRUE,-0.280875288237863,0.0274713989827865,TRUE,"bad_leverage",3,"robust","exact_repeat",0,0,FALSE
"10",1.09246374426843,0.0799899380194017,TRUE,1.09246374426843,0.0799899380194017,TRUE,"bad_leverage",3,"robust","exact_repeat",0,0,FALSE
"2",-0.217994041010365,-0.244741454647882,TRUE,-0.217994041010365,-0.244741454647882,TRUE,"bad_leverage",3,"robust","exact_repeat",0,0,FALSE
"3",0.936336811880997,-0.163888567446359,TRUE,0.936336811880997,-0.163888567446359,TRUE,"bad_leverage",3,"robust","exact_repeat",0,0,FALSE
"4",-0.225429510223039,-0.170963457961712,TRUE,-0.225429510223039,-0.170963457961712,TRUE,"bad_leverage",3,"robust","exact_repeat",0,0,FALSE
"5",0.923567168439456,-0.098746290146781,TRUE,0.923567168439456,-0.098746290146781,TRUE,"bad_leverage",3,"robust","exact_repeat",0,0,FALSE
"6",-0.178897759691425,-0.113529315442155,TRUE,-0.178897759691425,-0.113529315442155,TRUE,"bad_leverage",3,"robust","exact_repeat",0,0,FALSE
"7",-0.785468722935309,-0.0243545340907215,TRUE,-0.785468722935309,-0.0243545340907215,TRUE,"bad_leverage",3,"robust","exact_repeat",0,0,FALSE
"8",0.703651838402752,-0.0543772491119082,TRUE,0.703651838402752,-0.0543772491119082,TRUE,"bad_leverage",3,"robust","exact_repeat",0,0,FALSE
"9",0.547301614473798,-0.0136685573698455,TRUE,0.547301614473798,-0.0136685573698455,TRUE,"bad_leverage",3,"robust","exact_repeat",0,0,FALSE
"1",-0.280875288237863,0.0274713989827865,TRUE,-0.280873599832981,0.0274711077628799,TRUE,"bad_leverage",3,"robust","within_cluster_row_order",1.68840488229405e-06,2.9121990660283e-07,FALSE
"10",1.09246374426843,0.0799899380194017,TRUE,1.09246377967399,0.0799899092521747,TRUE,"bad_leverage",3,"robust","within_cluster_row_order",3.54055600393366e-08,2.87672270171679e-08,FALSE
"2",-0.217994041010365,-0.244741454647882,TRUE,-0.217994333767384,-0.244741373021405,TRUE,"bad_leverage",3,"robust","within_cluster_row_order",2.92757019043632e-07,8.16264770497899e-08,FALSE
"3",0.936336811880997,-0.163888567446359,TRUE,0.936336811880997,-0.16388856744636,TRUE,"bad_leverage",3,"robust","within_cluster_row_order",0,1.11022302462516e-16,FALSE
"4",-0.225429510223039,-0.170963457961712,TRUE,-0.225429478135358,-0.170963479773047,TRUE,"bad_leverage",3,"robust","within_cluster_row_order",3.20876805126602e-08,2.18113350158866e-08,FALSE
"5",0.923567168439456,-0.098746290146781,TRUE,0.923567175497379,-0.0987462869074767,TRUE,"bad_leverage",3,"robust","within_cluster_row_order",7.05792269073413e-09,3.23930436640918e-09,FALSE
"6",-0.178897759691425,-0.113529315442155,TRUE,-0.178897734892394,-0.113529322131147,TRUE,"bad_leverage",3,"robust","within_cluster_row_order",2.47990311619262e-08,6.68899179101512e-09,FALSE
"7",-0.785468722935309,-0.0243545340907215,TRUE,-0.785468136198443,-0.0243545095173692,TRUE,"bad_leverage",3,"robust","within_cluster_row_order",5.86736865981763e-07,2.45733523772385e-08,FALSE
"8",0.703651838402752,-0.0543772491119082,TRUE,0.703651718171685,-0.0543772564061009,TRUE,"bad_leverage",3,"robust","within_cluster_row_order",1.20231067435306e-07,7.29419265266262e-09,FALSE
"9",0.547301614473798,-0.0136685573698455,TRUE,0.547301614646775,-0.0136685572482373,TRUE,"bad_leverage",3,"robust","within_cluster_row_order",1.72977410173303e-10,1.21608147163332e-10,FALSE
"1",-0.280875288237863,0.0274713989827865,TRUE,-0.280875288237863,0.0274713989827865,TRUE,"bad_leverage",3,"robust","cluster_block_order",0,0,FALSE
"10",1.09246374426843,0.0799899380194017,TRUE,1.09246374426843,0.0799899380194017,TRUE,"bad_leverage",3,"robust","cluster_block_order",0,0,FALSE
"2",-0.217994041010365,-0.244741454647882,TRUE,-0.217994041010365,-0.244741454647882,TRUE,"bad_leverage",3,"robust","cluster_block_order",0,0,FALSE
"3",0.936336811880997,-0.163888567446359,TRUE,0.936336811880997,-0.163888567446359,TRUE,"bad_leverage",3,"robust","cluster_block_order",0,0,FALSE
"4",-0.225429510223039,-0.170963457961712,TRUE,-0.225429510223039,-0.170963457961712,TRUE,"bad_leverage",3,"robust","cluster_block_order",0,0,FALSE
"5",0.923567168439456,-0.098746290146781,TRUE,0.923567168439456,-0.098746290146781,TRUE,"bad_leverage",3,"robust","cluster_block_order",0,0,FALSE
"6",-0.178897759691425,-0.113529315442155,TRUE,-0.178897759691425,-0.113529315442155,TRUE,"bad_leverage",3,"robust","cluster_block_order",0,0,FALSE
"7",-0.785468722935309,-0.0243545340907215,TRUE,-0.785468722935309,-0.0243545340907215,TRUE,"bad_leverage",3,"robust","cluster_block_order",0,0,FALSE
"8",0.703651838402752,-0.0543772491119082,TRUE,0.703651838402752,-0.0543772491119082,TRUE,"bad_leverage",3,"robust","cluster_block_order",0,0,FALSE
"9",0.547301614473798,-0.0136685573698455,TRUE,0.547301614473798,-0.0136685573698455,TRUE,"bad_leverage",3,"robust","cluster_block_order",0,0,FALSE
"1",-0.280875288237863,0.0274713989827865,TRUE,-0.280873568810811,0.0274711024119701,TRUE,"bad_leverage",3,"robust","global_row_order",1.71942705212702e-06,2.96570816359781e-07,FALSE
"10",1.09246374426843,0.0799899380194017,TRUE,1.09246376730473,0.0799899193025553,TRUE,"bad_leverage",3,"robust","global_row_order",2.30362966480158e-08,1.87168464338416e-08,FALSE
"2",-0.217994041010365,-0.244741454647882,TRUE,-0.218014238286877,-0.244735823245656,TRUE,"bad_leverage",3,"robust","global_row_order",2.01972765112302e-05,5.63140222581415e-06,FALSE
"3",0.936336811880997,-0.163888567446359,TRUE,0.936336811880997,-0.16388856744636,TRUE,"bad_leverage",3,"robust","global_row_order",0,1.38777878078145e-16,FALSE
"4",-0.225429510223039,-0.170963457961712,TRUE,-0.225429500288559,-0.170963464714593,TRUE,"bad_leverage",3,"robust","global_row_order",9.93447998864916e-09,6.75288086560144e-09,FALSE
"5",0.923567168439456,-0.098746290146781,TRUE,0.923567168335107,-0.0987462901946732,TRUE,"bad_leverage",3,"robust","global_row_order",1.04349195950704e-10,4.78922179691921e-11,FALSE
"6",-0.178897759691425,-0.113529315442155,TRUE,-0.178897752196015,-0.113529317463854,TRUE,"bad_leverage",3,"robust","global_row_order",7.49541015365729e-09,2.0216982671295e-09,FALSE
"7",-0.785468722935309,-0.0243545340907215,TRUE,-0.785468014903008,-0.0243545044371733,TRUE,"bad_leverage",3,"robust","global_row_order",7.08032300122952e-07,2.96535482141591e-08,FALSE
"8",0.703651838402752,-0.0543772491119082,TRUE,0.703651750386091,-0.0543772544517134,TRUE,"bad_leverage",3,"robust","global_row_order",8.80166612926558e-08,5.33980518829802e-09,FALSE
"9",0.547301614473798,-0.0136685573698455,TRUE,0.547301613178292,-0.013668558280625,TRUE,"bad_leverage",3,"robust","global_row_order",1.29550647987031e-09,9.10779502164005e-10,FALSE
"1",-0.284807377376679,0.028488442825082,TRUE,-0.284807377376679,0.028488442825082,TRUE,"bad_leverage",3,"robustbase","exact_repeat",0,0,FALSE
"10",0.968293702627097,-0.0301010098931228,TRUE,0.968293702627097,-0.0301010098931228,TRUE,"bad_leverage",3,"robustbase","exact_repeat",0,0,FALSE
"2",-0.172150040537096,-0.255304566620674,TRUE,-0.172150040537096,-0.255304566620674,TRUE,"bad_leverage",3,"robustbase","exact_repeat",0,0,FALSE
"3",0.97473078042134,-0.162377284644262,TRUE,0.97473078042134,-0.162377284644262,TRUE,"bad_leverage",3,"robustbase","exact_repeat",0,0,FALSE
"4",-0.229677050948782,-0.172411422951352,TRUE,-0.229677050948782,-0.172411422951352,TRUE,"bad_leverage",3,"robustbase","exact_repeat",0,0,FALSE
"5",0.918224872362846,-0.110898541889755,TRUE,0.918224872362846,-0.110898541889755,TRUE,"bad_leverage",3,"robustbase","exact_repeat",0,0,FALSE
"6",-0.218959906771773,-0.110117324674616,TRUE,-0.218959906771773,-0.110117324674616,TRUE,"bad_leverage",3,"robustbase","exact_repeat",0,0,FALSE
"7",-0.865732120872246,0.0397444839055084,TRUE,-0.865732120872246,0.0397444839055084,TRUE,"bad_leverage",3,"robustbase","exact_repeat",0,0,FALSE
"8",0.677500791796615,-0.0613633108363147,TRUE,0.677500791796615,-0.0613633108363147,TRUE,"bad_leverage",3,"robustbase","exact_repeat",0,0,FALSE
"9",0.551769869194884,-0.013160815550268,TRUE,0.551769869194884,-0.013160815550268,TRUE,"bad_leverage",3,"robustbase","exact_repeat",0,0,FALSE
"1",-0.284807377376679,0.028488442825082,TRUE,-0.284807377376671,0.0284884428250804,TRUE,"bad_leverage",3,"robustbase","within_cluster_row_order",8.27116153345742e-15,1.59594559789866e-15,FALSE
"10",0.968293702627097,-0.0301010098931228,TRUE,0.968293709213658,-0.0301010012390701,TRUE,"bad_leverage",3,"robustbase","within_cluster_row_order",6.58656074126185e-09,8.65405275912723e-09,FALSE
"2",-0.172150040537096,-0.255304566620674,TRUE,-0.172150040544011,-0.255304566605541,TRUE,"bad_leverage",3,"robustbase","within_cluster_row_order",6.91546819808764e-12,1.5132839426002e-11,FALSE
"3",0.97473078042134,-0.162377284644262,TRUE,0.974730780421332,-0.162377284644259,TRUE,"bad_leverage",3,"robustbase","within_cluster_row_order",7.99360577730113e-15,2.58126853225349e-15,FALSE
"4",-0.229677050948782,-0.172411422951352,TRUE,-0.229677049639709,-0.172411422224887,TRUE,"bad_leverage",3,"robustbase","within_cluster_row_order",1.30907357176469e-09,7.26464277622796e-10,FALSE
"5",0.918224872362846,-0.110898541889755,TRUE,0.918224872363398,-0.110898541888701,TRUE,"bad_leverage",3,"robustbase","within_cluster_row_order",5.5211391014609e-13,1.05465636224267e-12,FALSE
"6",-0.218959906771773,-0.110117324674616,TRUE,-0.218959906771772,-0.110117324674616,TRUE,"bad_leverage",3,"robustbase","within_cluster_row_order",5.55111512312578e-17,8.32667268468867e-17,FALSE
"7",-0.865732120872246,0.0397444839055084,TRUE,-0.865732121283022,0.0397444842172482,TRUE,"bad_leverage",3,"robustbase","within_cluster_row_order",4.10776523906975e-10,3.11739876968087e-10,FALSE
"8",0.677500791796615,-0.0613633108363147,TRUE,0.677500791796611,-0.0613633108363141,TRUE,"bad_leverage",3,"robustbase","within_cluster_row_order",4.32986979603811e-15,5.34294830600857e-16,FALSE
"9",0.551769869194884,-0.013160815550268,TRUE,0.551769869194884,-0.0131608155502675,TRUE,"bad_leverage",3,"robustbase","within_cluster_row_order",1.11022302462516e-16,5.10008701937181e-16,FALSE
"1",-0.284807377376679,0.028488442825082,TRUE,-0.284807377376668,0.02848844282508,TRUE,"bad_leverage",3,"robustbase","cluster_block_order",1.0769163338864e-14,2.09207651202803e-15,FALSE
"10",0.968293702627097,-0.0301010098931228,TRUE,0.968293707812693,-0.0301010030797927,TRUE,"bad_leverage",3,"robustbase","cluster_block_order",5.18559528650542e-09,6.81333013966001e-09,FALSE
"2",-0.172150040537096,-0.255304566620674,TRUE,-0.172150040537096,-0.255304566620674,TRUE,"bad_leverage",3,"robustbase","cluster_block_order",0,0,FALSE
"3",0.97473078042134,-0.162377284644262,TRUE,0.974730780421341,-0.162377284644259,TRUE,"bad_leverage",3,"robustbase","cluster_block_order",4.44089209850063e-16,2.96984659087229e-15,FALSE
"4",-0.229677050948782,-0.172411422951352,TRUE,-0.229677050948782,-0.172411422951352,TRUE,"bad_leverage",3,"robustbase","cluster_block_order",0,0,FALSE
"5",0.918224872362846,-0.110898541889755,TRUE,0.918224872363209,-0.110898541889034,TRUE,"bad_leverage",3,"robustbase","cluster_block_order",3.63042929052426e-13,7.21159243433078e-13,FALSE
"6",-0.218959906771773,-0.110117324674616,TRUE,-0.218959906771773,-0.110117324674616,TRUE,"bad_leverage",3,"robustbase","cluster_block_order",0,0,FALSE
"7",-0.865732120872246,0.0397444839055084,TRUE,-0.865732121283023,0.0397444842172483,TRUE,"bad_leverage",3,"robustbase","cluster_block_order",4.10776634929277e-10,3.11739932479238e-10,FALSE
"8",0.677500791796615,-0.0613633108363147,TRUE,0.677500791796616,-0.0613633108363148,TRUE,"bad_leverage",3,"robustbase","cluster_block_order",8.88178419700125e-16,1.45716771982052e-16,FALSE
"9",0.551769869194884,-0.013160815550268,TRUE,0.551769869194884,-0.0131608155502675,TRUE,"bad_leverage",3,"robustbase","cluster_block_order",1.11022302462516e-16,5.11743425413158e-16,FALSE
"1",-0.284807377376679,0.028488442825082,TRUE,-0.284807377376679,0.028488442825082,TRUE,"bad_leverage",3,"robustbase","global_row_order",1.66533453693773e-16,3.12250225675825e-17,FALSE
"10",0.968293702627097,-0.0301010098931228,TRUE,0.968293707812693,-0.0301010030797927,TRUE,"bad_leverage",3,"robustbase","global_row_order",5.18559517548312e-09,6.81333009802665e-09,FALSE
"2",-0.172150040537096,-0.255304566620674,TRUE,-0.172150040526176,-0.255304566644571,TRUE,"bad_leverage",3,"robustbase","global_row_order",1.09201814257887e-11,2.3896717937788e-11,FALSE
"3",0.97473078042134,-0.162377284644262,TRUE,0.974730780421332,-0.162377284644262,TRUE,"bad_leverage",3,"robustbase","global_row_order",8.21565038222616e-15,1.94289029309402e-16,FALSE
"4",-0.229677050948782,-0.172411422951352,TRUE,-0.229677050948782,-0.172411422951352,TRUE,"bad_leverage",3,"robustbase","global_row_order",2.77555756156289e-17,0,FALSE
"5",0.918224872362846,-0.110898541889755,TRUE,0.91822487236286,-0.1108985418897,TRUE,"bad_leverage",3,"robustbase","global_row_order",1.3988810110277e-14,5.52474732629094e-14,FALSE
"6",-0.218959906771773,-0.110117324674616,TRUE,-0.218959906771773,-0.110117324674616,TRUE,"bad_leverage",3,"robustbase","global_row_order",2.77555756156289e-17,9.71445146547012e-17,FALSE
"7",-0.865732120872246,0.0397444839055084,TRUE,-0.865732131889331,0.0397444922664128,TRUE,"bad_leverage",3,"robustbase","global_row_order",1.1017085022047e-08,8.36090440631265e-09,FALSE
"8",0.677500791796615,-0.0613633108363147,TRUE,0.677500791796611,-0.0613633108363142,TRUE,"bad_leverage",3,"robustbase","global_row_order",4.66293670342566e-15,4.92661467177413e-16,FALSE
"9",0.551769869194884,-0.013160815550268,TRUE,0.551769869194884,-0.0131608155502681,TRUE,"bad_leverage",3,"robustbase","global_row_order",4.44089209850063e-16,5.72458747072346e-17,FALSE
"1",0.328903794645715,0.127469801107874,TRUE,0.328903794645715,0.127469801107874,TRUE,"bad_leverage",4,"robust","exact_repeat",0,0,FALSE
"10",-0.00958259326642186,0.0292937203807825,TRUE,-0.00958259326642186,0.0292937203807825,TRUE,"bad_leverage",4,"robust","exact_repeat",0,0,FALSE
"2",1.36398388055115,0.0907912407937135,TRUE,1.36398388055115,0.0907912407937135,TRUE,"bad_leverage",4,"robust","exact_repeat",0,0,FALSE
"3",1.3946154618098,-0.0890022770322364,TRUE,1.3946154618098,-0.0890022770322364,TRUE,"bad_leverage",4,"robust","exact_repeat",0,0,FALSE
"4",-0.495952071875544,0.0444773498974766,TRUE,-0.495952071875544,0.0444773498974766,TRUE,"bad_leverage",4,"robust","exact_repeat",0,0,FALSE
"5",-0.0646428261906619,0.229049412216591,TRUE,-0.0646428261906619,0.229049412216591,TRUE,"bad_leverage",4,"robust","exact_repeat",0,0,FALSE
"6",-0.0380310771189632,-0.228231442701842,TRUE,-0.0380310771189632,-0.228231442701842,TRUE,"bad_leverage",4,"robust","exact_repeat",0,0,FALSE
"7",1.20410851807832,0.00680220647660939,TRUE,1.20410851807832,0.00680220647660939,TRUE,"bad_leverage",4,"robust","exact_repeat",0,0,FALSE
"8",-3.42559474940822,-0.201810000930187,TRUE,-3.42559474940822,-0.201810000930187,TRUE,"bad_leverage",4,"robust","exact_repeat",0,0,FALSE
"9",0.111551632292593,-0.145996295952318,TRUE,0.111551632292593,-0.145996295952318,TRUE,"bad_leverage",4,"robust","exact_repeat",0,0,FALSE
"1",0.328903794645715,0.127469801107874,TRUE,0.328903303427138,0.12747002039749,TRUE,"bad_leverage",4,"robust","within_cluster_row_order",4.91218577314267e-07,2.19289615577267e-07,FALSE
"10",-0.00958259326642186,0.0292937203807825,TRUE,-0.00958277473101602,0.029293674947874,TRUE,"bad_leverage",4,"robust","within_cluster_row_order",1.81464594153219e-07,4.54329085151917e-08,FALSE
"2",1.36398388055115,0.0907912407937135,TRUE,1.36398595743411,0.0907907769744858,TRUE,"bad_leverage",4,"robust","within_cluster_row_order",2.07688296338659e-06,4.63819227775053e-07,FALSE
"3",1.3946154618098,-0.0890022770322364,TRUE,1.3946154618098,-0.0890022770322364,TRUE,"bad_leverage",4,"robust","within_cluster_row_order",0,0,FALSE
"4",-0.495952071875544,0.0444773498974766,TRUE,-0.49595206737898,0.0444773527235507,TRUE,"bad_leverage",4,"robust","within_cluster_row_order",4.4965641765593e-09,2.82607409696212e-09,FALSE
"5",-0.0646428261906619,0.229049412216591,TRUE,-0.0646428261906618,0.229049412216591,TRUE,"bad_leverage",4,"robust","within_cluster_row_order",1.2490009027033e-16,2.77555756156289e-17,FALSE
"6",-0.0380310771189632,-0.228231442701842,TRUE,-0.0380310771189631,-0.228231442701842,TRUE,"bad_leverage",4,"robust","within_cluster_row_order",2.77555756156289e-17,5.55111512312578e-17,FALSE
"7",1.20410851807832,0.00680220647660939,TRUE,1.20410848122612,0.00680221744398527,TRUE,"bad_leverage",4,"robust","within_cluster_row_order",3.68522008464822e-08,1.09673758815973e-08,FALSE
"8",-3.42559474940822,-0.201810000930187,TRUE,-3.42559507851411,-0.201810100042723,TRUE,"bad_leverage",4,"robust","within_cluster_row_order",3.29105882990177e-07,9.91125357896472e-08,FALSE
"9",0.111551632292593,-0.145996295952318,TRUE,0.11155133779535,-0.145995995580175,TRUE,"bad_leverage",4,"robust","within_cluster_row_order",2.94497243008562e-07,3.0037214332479e-07,FALSE
"1",0.328903794645715,0.127469801107874,TRUE,0.328903794645715,0.127469801107874,TRUE,"bad_leverage",4,"robust","cluster_block_order",0,0,FALSE
"10",-0.00958259326642186,0.0292937203807825,TRUE,-0.00958259326642186,0.0292937203807825,TRUE,"bad_leverage",4,"robust","cluster_block_order",0,0,FALSE
"2",1.36398388055115,0.0907912407937135,TRUE,1.36398388055115,0.0907912407937135,TRUE,"bad_leverage",4,"robust","cluster_block_order",0,0,FALSE
"3",1.3946154618098,-0.0890022770322364,TRUE,1.3946154618098,-0.0890022770322364,TRUE,"bad_leverage",4,"robust","cluster_block_order",0,0,FALSE
"4",-0.495952071875544,0.0444773498974766,TRUE,-0.495952071875544,0.0444773498974766,TRUE,"bad_leverage",4,"robust","cluster_block_order",0,0,FALSE
"5",-0.0646428261906619,0.229049412216591,TRUE,-0.0646428261906619,0.229049412216591,TRUE,"bad_leverage",4,"robust","cluster_block_order",0,0,FALSE
"6",-0.0380310771189632,-0.228231442701842,TRUE,-0.0380310771189632,-0.228231442701842,TRUE,"bad_leverage",4,"robust","cluster_block_order",0,0,FALSE
"7",1.20410851807832,0.00680220647660939,TRUE,1.20410851807832,0.00680220647660939,TRUE,"bad_leverage",4,"robust","cluster_block_order",0,0,FALSE
"8",-3.42559474940822,-0.201810000930187,TRUE,-3.42559474940822,-0.201810000930187,TRUE,"bad_leverage",4,"robust","cluster_block_order",0,0,FALSE
