"cluster","intercept_baseline","x_baseline","retained_before_truncation_baseline","intercept_observed","x_observed","retained_before_truncation_observed","contamination","dataset_id","engine","variant","intercept_absolute_difference","x_absolute_difference","retention_changed"
"10",0.7913375044105,-0.110008770880098,TRUE,0.7913375044105,-0.110008770880098,TRUE,"none",4,"robustbase","cluster_block_order",0,0,FALSE
"2",1.70798740703288,0.0605524433319739,TRUE,1.70798740703288,0.0605524433319739,TRUE,"none",4,"robustbase","cluster_block_order",0,0,FALSE
"3",0.82511981427036,-0.0708613322765738,TRUE,0.825119814268886,-0.0708613322766387,TRUE,"none",4,"robustbase","cluster_block_order",1.47426515439975e-12,6.48786580015326e-14,FALSE
"4",0.733659138287489,-0.00366828171995039,TRUE,0.733659113235426,-0.00366829739925587,TRUE,"none",4,"robustbase","cluster_block_order",2.5052063756803e-08,1.56793054807008e-08,FALSE
"5",0.659264990509608,0.280988030265812,TRUE,0.659264991331107,0.280988029956678,TRUE,"none",4,"robustbase","cluster_block_order",8.21498535863441e-10,3.09134773335273e-10,FALSE
"6",-0.739535782326286,-0.132844040488317,TRUE,-0.739535782326289,-0.132844040488317,TRUE,"none",4,"robustbase","cluster_block_order",3.33066907387547e-15,5.27355936696949e-16,FALSE
"7",0.40745491153708,-0.202686037810211,TRUE,0.407454911508473,-0.202686037824124,TRUE,"none",4,"robustbase","cluster_block_order",2.86062840082479e-11,1.39132871890268e-11,FALSE
"8",0.0954042957829099,-0.0735768359967838,TRUE,0.0954042957829099,-0.0735768359967838,TRUE,"none",4,"robustbase","cluster_block_order",0,0,FALSE
"9",1.19006427651955,-0.189634588357775,TRUE,1.19006427651955,-0.189634588357775,TRUE,"none",4,"robustbase","cluster_block_order",8.88178419700125e-16,5.55111512312578e-17,FALSE
"1",0.422930606908551,0.131406373276661,TRUE,0.422930606908081,0.131406373276933,TRUE,"none",4,"robustbase","global_row_order",4.69624339416441e-13,2.71616062974545e-13,FALSE
"10",0.7913375044105,-0.110008770880098,TRUE,0.79133750441587,-0.110008770850957,TRUE,"none",4,"robustbase","global_row_order",5.37048183701927e-12,2.91406759833635e-11,FALSE
"2",1.70798740703288,0.0605524433319739,TRUE,1.70798740698729,0.0605524432637487,TRUE,"none",4,"robustbase","global_row_order",4.55859794357139e-11,6.82251616312968e-11,FALSE
"3",0.82511981427036,-0.0708613322765738,TRUE,0.82511981427036,-0.0708613322765737,TRUE,"none",4,"robustbase","global_row_order",1.11022302462516e-16,8.32667268468867e-17,FALSE
"4",0.733659138287489,-0.00366828171995039,TRUE,0.733659113235426,-0.00366829739925609,TRUE,"none",4,"robustbase","global_row_order",2.5052063756803e-08,1.56793056962402e-08,FALSE
"5",0.659264990509608,0.280988030265812,TRUE,0.659264991005723,0.280988030079122,TRUE,"none",4,"robustbase","global_row_order",4.96115037940115e-10,1.86690385373112e-10,FALSE
"6",-0.739535782326286,-0.132844040488317,TRUE,-0.739535782326286,-0.132844040488317,TRUE,"none",4,"robustbase","global_row_order",1.11022302462516e-16,1.66533453693773e-16,FALSE
"7",0.40745491153708,-0.202686037810211,TRUE,0.40745491153708,-0.20268603781021,TRUE,"none",4,"robustbase","global_row_order",1.11022302462516e-16,1.38777878078145e-16,FALSE
"8",0.0954042957829099,-0.0735768359967838,TRUE,0.0954042957828606,-0.0735768359968327,TRUE,"none",4,"robustbase","global_row_order",4.9293902293357e-14,4.8919202022546e-14,FALSE
"9",1.19006427651955,-0.189634588357775,TRUE,1.19006427651955,-0.189634588357775,TRUE,"none",4,"robustbase","global_row_order",8.88178419700125e-16,5.55111512312578e-17,FALSE
"1",2.73625532257461,-0.11537814743523,TRUE,2.73625532257461,-0.11537814743523,TRUE,"none",5,"robust","exact_repeat",0,0,FALSE
"10",-1.34064282917963,0.242895946829367,TRUE,-1.34064282917963,0.242895946829367,TRUE,"none",5,"robust","exact_repeat",0,0,FALSE
"2",-0.695465360984775,0.0936199081303107,TRUE,-0.695465360984775,0.0936199081303107,TRUE,"none",5,"robust","exact_repeat",0,0,FALSE
"3",2.43746650322786,-0.128354642194201,TRUE,2.43746650322786,-0.128354642194201,TRUE,"none",5,"robust","exact_repeat",0,0,FALSE
"4",-0.707606179220525,0.353501006725851,TRUE,-0.707606179220525,0.353501006725851,TRUE,"none",5,"robust","exact_repeat",0,0,FALSE
"5",-1.22776388876476,0.0758949565487034,TRUE,-1.22776388876476,0.0758949565487034,TRUE,"none",5,"robust","exact_repeat",0,0,FALSE
"6",-0.825041606750548,-0.140061568894453,TRUE,-0.825041606750548,-0.140061568894453,TRUE,"none",5,"robust","exact_repeat",0,0,FALSE
"7",-0.365993298996126,0.142845075236401,TRUE,-0.365993298996126,0.142845075236401,TRUE,"none",5,"robust","exact_repeat",0,0,FALSE
"8",-0.489041477737469,-0.582629222592085,TRUE,-0.489041477737469,-0.582629222592085,TRUE,"none",5,"robust","exact_repeat",0,0,FALSE
"9",-0.0176610843269877,-0.292187923643893,TRUE,-0.0176610843269877,-0.292187923643893,TRUE,"none",5,"robust","exact_repeat",0,0,FALSE
"1",2.73625532257461,-0.11537814743523,TRUE,2.73625532020249,-0.115378148495129,TRUE,"none",5,"robust","within_cluster_row_order",2.37211628117961e-09,1.05989912679849e-09,FALSE
"10",-1.34064282917963,0.242895946829367,TRUE,-1.34064282917963,0.242895946829367,TRUE,"none",5,"robust","within_cluster_row_order",2.22044604925031e-16,2.77555756156289e-17,FALSE
"2",-0.695465360984775,0.0936199081303107,TRUE,-0.695465360984775,0.0936199081303107,TRUE,"none",5,"robust","within_cluster_row_order",0,5.55111512312578e-17,FALSE
"3",2.43746650322786,-0.128354642194201,TRUE,2.43746643373737,-0.128354681556191,TRUE,"none",5,"robust","within_cluster_row_order",6.94904960241161e-08,3.93619907224085e-08,FALSE
"4",-0.707606179220525,0.353501006725851,TRUE,-0.707606084346479,0.353500828875161,TRUE,"none",5,"robust","within_cluster_row_order",9.48740462858311e-08,1.77850689897507e-07,FALSE
"5",-1.22776388876476,0.0758949565487034,TRUE,-1.22776389860069,0.0758949625064687,TRUE,"none",5,"robust","within_cluster_row_order",9.83592629566488e-09,5.95776530887271e-09,FALSE
"6",-0.825041606750548,-0.140061568894453,TRUE,-0.825041606750548,-0.140061568894453,TRUE,"none",5,"robust","within_cluster_row_order",0,8.32667268468867e-17,FALSE
"7",-0.365993298996126,0.142845075236401,TRUE,-0.365993222926422,0.142846590763945,TRUE,"none",5,"robust","within_cluster_row_order",7.60697037582858e-08,1.51552754426576e-06,FALSE
"8",-0.489041477737469,-0.582629222592085,TRUE,-0.489041479620344,-0.582629219942259,TRUE,"none",5,"robust","within_cluster_row_order",1.88287507807416e-09,2.64982646935863e-09,FALSE
"9",-0.0176610843269877,-0.292187923643893,TRUE,-0.017661076965155,-0.2921879180702,TRUE,"none",5,"robust","within_cluster_row_order",7.36183270247381e-09,5.57369284059916e-09,FALSE
"1",2.73625532257461,-0.11537814743523,TRUE,2.73625532257461,-0.11537814743523,TRUE,"none",5,"robust","cluster_block_order",0,0,FALSE
"10",-1.34064282917963,0.242895946829367,TRUE,-1.34064282917963,0.242895946829367,TRUE,"none",5,"robust","cluster_block_order",0,0,FALSE
"2",-0.695465360984775,0.0936199081303107,TRUE,-0.695465360984775,0.0936199081303107,TRUE,"none",5,"robust","cluster_block_order",0,0,FALSE
"3",2.43746650322786,-0.128354642194201,TRUE,2.43746650322786,-0.128354642194201,TRUE,"none",5,"robust","cluster_block_order",0,0,FALSE
"4",-0.707606179220525,0.353501006725851,TRUE,-0.707606179220525,0.353501006725851,TRUE,"none",5,"robust","cluster_block_order",0,0,FALSE
"5",-1.22776388876476,0.0758949565487034,TRUE,-1.22776388876476,0.0758949565487034,TRUE,"none",5,"robust","cluster_block_order",0,0,FALSE
"6",-0.825041606750548,-0.140061568894453,TRUE,-0.825041606750548,-0.140061568894453,TRUE,"none",5,"robust","cluster_block_order",0,0,FALSE
"7",-0.365993298996126,0.142845075236401,TRUE,-0.365993298996126,0.142845075236401,TRUE,"none",5,"robust","cluster_block_order",0,0,FALSE
"8",-0.489041477737469,-0.582629222592085,TRUE,-0.489041477737469,-0.582629222592085,TRUE,"none",5,"robust","cluster_block_order",0,0,FALSE
"9",-0.0176610843269877,-0.292187923643893,TRUE,-0.0176610843269877,-0.292187923643893,TRUE,"none",5,"robust","cluster_block_order",0,0,FALSE
"1",2.73625532257461,-0.11537814743523,TRUE,2.73625531996798,-0.115378148599912,TRUE,"none",5,"robust","global_row_order",2.60662691431435e-09,1.16468229505173e-09,FALSE
"10",-1.34064282917963,0.242895946829367,TRUE,-1.34064282917963,0.242895946829368,TRUE,"none",5,"robust","global_row_order",2.22044604925031e-16,1.11022302462516e-16,FALSE
"2",-0.695465360984775,0.0936199081303107,TRUE,-0.695465360984775,0.0936199081303107,TRUE,"none",5,"robust","global_row_order",0,1.38777878078145e-17,FALSE
"3",2.43746650322786,-0.128354642194201,TRUE,2.43746639819316,-0.128354701689132,TRUE,"none",5,"robust","global_row_order",1.05034706709972e-07,5.94949308152515e-08,FALSE
"4",-0.707606179220525,0.353501006725851,TRUE,-0.707606225335681,0.353501093182924,TRUE,"none",5,"robust","global_row_order",4.61151555830597e-08,8.64570731118341e-08,FALSE
"5",-1.22776388876476,0.0758949565487034,TRUE,-1.22776352609947,0.075894736876883,TRUE,"none",5,"robust","global_row_order",3.62665291797626e-07,2.1967182035898e-07,FALSE
"6",-0.825041606750548,-0.140061568894453,TRUE,-0.825041606750548,-0.140061568894453,TRUE,"none",5,"robust","global_row_order",0,1.11022302462516e-16,FALSE
"7",-0.365993298996126,0.142845075236401,TRUE,-0.36599333586697,0.142844340107815,TRUE,"none",5,"robust","global_row_order",3.68708441000898e-08,7.35128586615286e-07,FALSE
"8",-0.489041477737469,-0.582629222592085,TRUE,-0.489041477795571,-0.582629222510316,TRUE,"none",5,"robust","global_row_order",5.81026893264891e-11,8.17693690535748e-11,FALSE
"9",-0.0176610843269877,-0.292187923643893,TRUE,-0.0176610841336888,-0.292187923497545,TRUE,"none",5,"robust","global_row_order",1.93298901191019e-10,1.46347989282702e-10,FALSE
"1",2.75856727358306,-0.110733005434455,TRUE,2.75856727358306,-0.110733005434455,TRUE,"none",5,"robustbase","exact_repeat",0,0,FALSE
"10",-1.33372695364755,0.257225755089747,TRUE,-1.33372695364755,0.257225755089747,TRUE,"none",5,"robustbase","exact_repeat",0,0,FALSE
"2",-0.668695786318027,0.147817222709217,TRUE,-0.668695786318027,0.147817222709217,TRUE,"none",5,"robustbase","exact_repeat",0,0,FALSE
"3",2.41535078696644,-0.0524854743581983,TRUE,2.41535078696644,-0.0524854743581983,TRUE,"none",5,"robustbase","exact_repeat",0,0,FALSE
"4",-0.668620325675323,0.3459480369203,TRUE,-0.668620325675323,0.3459480369203,TRUE,"none",5,"robustbase","exact_repeat",0,0,FALSE
"5",-1.24909259225261,0.0819873079994616,TRUE,-1.24909259225261,0.0819873079994616,TRUE,"none",5,"robustbase","exact_repeat",0,0,FALSE
"6",-0.830409735731191,-0.133128010394944,TRUE,-0.830409735731191,-0.133128010394944,TRUE,"none",5,"robustbase","exact_repeat",0,0,FALSE
"7",-0.309634260281771,0.14238243692612,TRUE,-0.309634260281771,0.14238243692612,TRUE,"none",5,"robustbase","exact_repeat",0,0,FALSE
"8",-0.521310299377283,-0.537985909744951,TRUE,-0.521310299377283,-0.537985909744951,TRUE,"none",5,"robustbase","exact_repeat",0,0,FALSE
"9",0.0123338629734628,-0.27368975888937,TRUE,0.0123338629734628,-0.27368975888937,TRUE,"none",5,"robustbase","exact_repeat",0,0,FALSE
"1",2.75856727358306,-0.110733005434455,TRUE,2.75856727358306,-0.110733005434454,TRUE,"none",5,"robustbase","within_cluster_row_order",1.77635683940025e-15,1.94289029309402e-16,FALSE
"10",-1.33372695364755,0.257225755089747,TRUE,-1.33372695364755,0.257225755089747,TRUE,"none",5,"robustbase","within_cluster_row_order",1.11022302462516e-15,0,FALSE
"2",-0.668695786318027,0.147817222709217,TRUE,-0.66869578154885,0.147817228330384,TRUE,"none",5,"robustbase","within_cluster_row_order",4.76917738634342e-09,5.62116755919995e-09,FALSE
"3",2.41535078696644,-0.0524854743581983,TRUE,2.41535078696644,-0.0524854743581987,TRUE,"none",5,"robustbase","within_cluster_row_order",1.33226762955019e-15,3.53883589099269e-16,FALSE
"4",-0.668620325675323,0.3459480369203,TRUE,-0.668620331605952,0.345948012774028,TRUE,"none",5,"robustbase","within_cluster_row_order",5.93062854381543e-09,2.41462724259733e-08,FALSE
"5",-1.24909259225261,0.0819873079994616,TRUE,-1.24909259225261,0.0819873079994717,TRUE,"none",5,"robustbase","within_cluster_row_order",1.33226762955019e-15,1.00891517362811e-14,FALSE
"6",-0.830409735731191,-0.133128010394944,TRUE,-0.830409735731191,-0.133128010394944,TRUE,"none",5,"robustbase","within_cluster_row_order",3.33066907387547e-16,1.38777878078145e-16,FALSE
"7",-0.309634260281771,0.14238243692612,TRUE,-0.30963426026913,0.142382436933826,TRUE,"none",5,"robustbase","within_cluster_row_order",1.26416099810456e-11,7.70614128065006e-12,FALSE
"8",-0.521310299377283,-0.537985909744951,TRUE,-0.521310299377775,-0.537985909743488,TRUE,"none",5,"robustbase","within_cluster_row_order",4.92272889118794e-13,1.46349599106088e-12,FALSE
"9",0.0123338629734628,-0.27368975888937,TRUE,0.0123338629734587,-0.273689758889372,TRUE,"none",5,"robustbase","within_cluster_row_order",4.08700850940136e-15,2.44249065417534e-15,FALSE
"1",2.75856727358306,-0.110733005434455,TRUE,2.75856727401466,-0.110733005357699,TRUE,"none",5,"robustbase","cluster_block_order",4.31607194428807e-10,7.67552271740968e-11,FALSE
"10",-1.33372695364755,0.257225755089747,TRUE,-1.33372695364719,0.257225755090687,TRUE,"none",5,"robustbase","cluster_block_order",3.64597241286901e-13,9.39359701135345e-13,FALSE
"2",-0.668695786318027,0.147817222709217,TRUE,-0.668695787419294,0.147817221411211,TRUE,"none",5,"robustbase","cluster_block_order",1.10126618935169e-09,1.29800553638759e-09,FALSE
"3",2.41535078696644,-0.0524854743581983,TRUE,2.41535078696621,-0.0524854743588338,TRUE,"none",5,"robustbase","cluster_block_order",2.23376872554581e-13,6.35519414871055e-13,FALSE
"4",-0.668620325675323,0.3459480369203,TRUE,-0.668620324940371,0.345948039912622,TRUE,"none",5,"robustbase","cluster_block_order",7.34952099179509e-10,2.99232222333856e-09,FALSE
"5",-1.24909259225261,0.0819873079994616,TRUE,-1.24909259225261,0.0819873079994616,TRUE,"none",5,"robustbase","cluster_block_order",0,0,FALSE
"6",-0.830409735731191,-0.133128010394944,TRUE,-0.830409735731191,-0.133128010394944,TRUE,"none",5,"robustbase","cluster_block_order",0,0,FALSE
"7",-0.309634260281771,0.14238243692612,TRUE,-0.309634260281771,0.14238243692612,TRUE,"none",5,"robustbase","cluster_block_order",0,0,FALSE
"8",-0.521310299377283,-0.537985909744951,TRUE,-0.52131029937737,-0.537985909744679,TRUE,"none",5,"robustbase","cluster_block_order",8.70414851306123e-14,2.72559752545476e-13,FALSE
"9",0.0123338629734628,-0.27368975888937,TRUE,0.01233386297346,-0.273689758889371,TRUE,"none",5,"robustbase","cluster_block_order",2.86229373536173e-15,1.27675647831893e-15,FALSE
"1",2.75856727358306,-0.110733005434455,TRUE,2.75856727396801,-0.110733005365985,TRUE,"none",5,"robustbase","global_row_order",3.84956067023268e-10,6.84700907083169e-11,FALSE
"10",-1.33372695364755,0.257225755089747,TRUE,-1.33372695364719,0.257225755090686,TRUE,"none",5,"robustbase","global_row_order",3.63264973657351e-13,9.3913765653042e-13,FALSE
"2",-0.668695786318027,0.147817222709217,TRUE,-0.668695786318027,0.147817222709217,TRUE,"none",5,"robustbase","global_row_order",3.33066907387547e-16,5.55111512312578e-17,FALSE
"3",2.41535078696644,-0.0524854743581983,TRUE,2.4153507869742,-0.0524854743362752,TRUE,"none",5,"robustbase","global_row_order",7.76489983422834e-12,2.19231230391692e-11,FALSE
"4",-0.668620325675323,0.3459480369203,TRUE,-0.668620325683496,0.345948036887025,TRUE,"none",5,"robustbase","global_row_order",8.17301781808055e-12,3.32752159160066e-11,FALSE
"5",-1.24909259225261,0.0819873079994616,TRUE,-1.24909259225261,0.081987307999459,TRUE,"none",5,"robustbase","global_row_order",5.10702591327572e-15,2.63677968348475e-15,FALSE
"6",-0.830409735731191,-0.133128010394944,TRUE,-0.830409735669494,-0.133128010471057,TRUE,"none",5,"robustbase","global_row_order",6.16972029021667e-11,7.61125051873535e-11,FALSE
"7",-0.309634260281771,0.14238243692612,TRUE,-0.309634260281771,0.14238243692612,TRUE,"none",5,"robustbase","global_row_order",5.55111512312578e-17,5.55111512312578e-17,FALSE
"8",-0.521310299377283,-0.537985909744951,TRUE,-0.521310299379407,-0.537985909738416,TRUE,"none",5,"robustbase","global_row_order",2.12407869071285e-12,6.5349947675486e-12,FALSE
"9",0.0123338629734628,-0.27368975888937,TRUE,0.01233386297346,-0.273689758889371,TRUE,"none",5,"robustbase","global_row_order",2.80851730760645e-15,1.16573417585641e-15,FALSE
"1",3.46830597890084,-0.0792559361525967,TRUE,3.46830597890084,-0.0792559361525967,TRUE,"vertical",1,"robust","exact_repeat",0,0,FALSE
"10",0.569196016906585,-0.164147318449089,TRUE,0.569196016906585,-0.164147318449089,TRUE,"vertical",1,"robust","exact_repeat",0,0,FALSE
"2",2.73213184780489,-0.134403549589522,TRUE,2.73213184780489,-0.134403549589522,TRUE,"vertical",1,"robust","exact_repeat",0,0,FALSE
"3",-0.857726154574557,0.284597283973957,TRUE,-0.857726154574557,0.284597283973957,TRUE,"vertical",1,"robust","exact_repeat",0,0,FALSE
"4",0.8923653935085,-0.497272369093991,TRUE,0.8923653935085,-0.497272369093991,TRUE,"vertical",1,"robust","exact_repeat",0,0,FALSE
"5",1.24831466532484,0.357528703279043,TRUE,1.24831466532484,0.357528703279043,TRUE,"vertical",1,"robust","exact_repeat",0,0,FALSE
"6",-0.749500911318711,0.161066998764301,TRUE,-0.749500911318711,0.161066998764301,TRUE,"vertical",1,"robust","exact_repeat",0,0,FALSE
"7",1.223169141339,0.0174362024275345,TRUE,1.223169141339,0.0174362024275345,TRUE,"vertical",1,"robust","exact_repeat",0,0,FALSE
"8",-1.04046905739304,-0.177813475343332,TRUE,-1.04046905739304,-0.177813475343332,TRUE,"vertical",1,"robust","exact_repeat",0,0,FALSE
"9",-0.0569254037782325,0.145435448472471,TRUE,-0.0569254037782325,0.145435448472471,TRUE,"vertical",1,"robust","exact_repeat",0,0,FALSE
"1",3.46830597890084,-0.0792559361525967,TRUE,3.46830584146162,-0.0792559381668561,TRUE,"vertical",1,"robust","within_cluster_row_order",1.37439217340329e-07,2.01425941204203e-09,FALSE
"10",0.569196016906585,-0.164147318449089,TRUE,0.569195251593926,-0.16414679210175,TRUE,"vertical",1,"robust","within_cluster_row_order",7.65312659134487e-07,5.26347338547506e-07,FALSE
"2",2.73213184780489,-0.134403549589522,TRUE,2.73213184780489,-0.134403549589522,TRUE,"vertical",1,"robust","within_cluster_row_order",0,0,FALSE
"3",-0.857726154574557,0.284597283973957,TRUE,-0.857726087146156,0.284597264290015,TRUE,"vertical",1,"robust","within_cluster_row_order",6.74284009738457e-08,1.96839420318895e-08,FALSE
"4",0.8923653935085,-0.497272369093991,TRUE,0.8923653935085,-0.497272369093991,TRUE,"vertical",1,"robust","within_cluster_row_order",0,5.55111512312578e-17,FALSE
"5",1.24831466532484,0.357528703279043,TRUE,1.24831466532484,0.357528703279043,TRUE,"vertical",1,"robust","within_cluster_row_order",2.22044604925031e-16,0,FALSE
"6",-0.749500911318711,0.161066998764301,TRUE,-0.749500911664009,0.161066998389181,TRUE,"vertical",1,"robust","within_cluster_row_order",3.45297457293725e-10,3.75120490225811e-10,FALSE
"7",1.223169141339,0.0174362024275345,TRUE,1.223169141339,0.0174362024275345,TRUE,"vertical",1,"robust","within_cluster_row_order",0,0,FALSE
"8",-1.04046905739304,-0.177813475343332,TRUE,-1.04046905562794,-0.177813475968899,TRUE,"vertical",1,"robust","within_cluster_row_order",1.76510028815358e-09,6.25567458945042e-10,FALSE
"9",-0.0569254037782325,0.145435448472471,TRUE,-0.0569251298059322,0.145435410216912,TRUE,"vertical",1,"robust","within_cluster_row_order",2.73972300346426e-07,3.82555588041011e-08,FALSE
"1",3.46830597890084,-0.0792559361525967,TRUE,3.46830597890084,-0.0792559361525967,TRUE,"vertical",1,"robust","cluster_block_order",0,0,FALSE
"10",0.569196016906585,-0.164147318449089,TRUE,0.569196016906585,-0.164147318449089,TRUE,"vertical",1,"robust","cluster_block_order",0,0,FALSE
"2",2.73213184780489,-0.134403549589522,TRUE,2.73213184780489,-0.134403549589522,TRUE,"vertical",1,"robust","cluster_block_order",0,0,FALSE
"3",-0.857726154574557,0.284597283973957,TRUE,-0.857726154574557,0.284597283973957,TRUE,"vertical",1,"robust","cluster_block_order",0,0,FALSE
"4",0.8923653935085,-0.497272369093991,TRUE,0.8923653935085,-0.497272369093991,TRUE,"vertical",1,"robust","cluster_block_order",0,0,FALSE
"5",1.24831466532484,0.357528703279043,TRUE,1.24831466532484,0.357528703279043,TRUE,"vertical",1,"robust","cluster_block_order",0,0,FALSE
"6",-0.749500911318711,0.161066998764301,TRUE,-0.749500911318711,0.161066998764301,TRUE,"vertical",1,"robust","cluster_block_order",0,0,FALSE
"7",1.223169141339,0.0174362024275345,TRUE,1.223169141339,0.0174362024275345,TRUE,"vertical",1,"robust","cluster_block_order",0,0,FALSE
"8",-1.04046905739304,-0.177813475343332,TRUE,-1.04046905739304,-0.177813475343332,TRUE,"vertical",1,"robust","cluster_block_order",0,0,FALSE
"9",-0.0569254037782325,0.145435448472471,TRUE,-0.0569254037782325,0.145435448472471,TRUE,"vertical",1,"robust","cluster_block_order",0,0,FALSE
"1",3.46830597890084,-0.0792559361525967,TRUE,3.46830598128064,-0.079255936117709,TRUE,"vertical",1,"robust","global_row_order",2.37980124495607e-09,3.48876344480331e-11,FALSE
"10",0.569196016906585,-0.164147318449089,TRUE,0.569195162932597,-0.164146731124746,TRUE,"vertical",1,"robust","global_row_order",8.53973988079737e-07,5.87324343021001e-07,FALSE
"2",2.73213184780489,-0.134403549589522,TRUE,2.73213184780489,-0.134403549589521,TRUE,"vertical",1,"robust","global_row_order",4.44089209850063e-16,2.4980018054066e-16,FALSE
"3",-0.857726154574557,0.284597283973957,TRUE,-0.857726153696629,0.284597283717669,TRUE,"vertical",1,"robust","global_row_order",8.77927619491459e-10,2.56287657762755e-10,FALSE
"4",0.8923653935085,-0.497272369093991,TRUE,0.8923653935085,-0.497272369093991,TRUE,"vertical",1,"robust","global_row_order",0,5.55111512312578e-17,FALSE
"5",1.24831466532484,0.357528703279043,TRUE,1.24831466532484,0.357528703279043,TRUE,"vertical",1,"robust","global_row_order",0,5.55111512312578e-17,FALSE
"6",-0.749500911318711,0.161066998764301,TRUE,-0.749500918323319,0.161066991154713,TRUE,"vertical",1,"robust","global_row_order",7.00460756064558e-09,7.60958834833403e-09,FALSE
"7",1.223169141339,0.0174362024275345,TRUE,1.223169141339,0.0174362024275345,TRUE,"vertical",1,"robust","global_row_order",0,5.89805981832114e-17,FALSE
"8",-1.04046905739304,-0.177813475343332,TRUE,-1.04046892039323,-0.1778135238973,TRUE,"vertical",1,"robust","global_row_order",1.36999802835547e-07,4.8553967901821e-08,FALSE
"9",-0.0569254037782325,0.145435448472471,TRUE,-0.0569253283036421,0.145435437933765,TRUE,"vertical",1,"robust","global_row_order",7.5474590452429e-08,1.05387057414141e-08,FALSE
"1",3.51936954466863,-0.115028422983202,TRUE,3.51936954466863,-0.115028422983202,TRUE,"vertical",1,"robustbase","exact_repeat",0,0,FALSE
"10",0.479971663659948,-0.117302862973445,TRUE,0.479971663659948,-0.117302862973445,TRUE,"vertical",1,"robustbase","exact_repeat",0,0,FALSE
"2",2.72862243398909,-0.13924863165244,TRUE,2.72862243398909,-0.13924863165244,TRUE,"vertical",1,"robustbase","exact_repeat",0,0,FALSE
"3",-0.852659532240005,0.258207363788936,TRUE,-0.852659532240005,0.258207363788936,TRUE,"vertical",1,"robustbase","exact_repeat",0,0,FALSE
"4",0.889808671364796,-0.49831336629348,TRUE,0.889808671364796,-0.49831336629348,TRUE,"vertical",1,"robustbase","exact_repeat",0,0,FALSE
"5",1.23979333248245,0.358651723091869,TRUE,1.23979333248245,0.358651723091869,TRUE,"vertical",1,"robustbase","exact_repeat",0,0,FALSE
"6",-0.765734693014452,0.147648545897361,TRUE,-0.765734693014452,0.147648545897361,TRUE,"vertical",1,"robustbase","exact_repeat",0,0,FALSE
"7",1.16830077321024,-0.0268511978783822,TRUE,1.16830077321024,-0.0268511978783822,TRUE,"vertical",1,"robustbase","exact_repeat",0,0,FALSE
"8",-1.07636942162062,-0.168222305482329,TRUE,-1.07636942162062,-0.168222305482329,TRUE,"vertical",1,"robustbase","exact_repeat",0,0,FALSE
"9",-0.0868572131135836,0.211337470634373,TRUE,-0.0868572131135836,0.211337470634373,TRUE,"vertical",1,"robustbase","exact_repeat",0,0,FALSE
"1",3.51936954466863,-0.115028422983202,TRUE,3.51936954466863,-0.115028422983202,TRUE,"vertical",1,"robustbase","within_cluster_row_order",8.88178419700125e-16,1.11022302462516e-16,FALSE
"10",0.479971663659948,-0.117302862973445,TRUE,0.479971661761604,-0.117302862189846,TRUE,"vertical",1,"robustbase","within_cluster_row_order",1.89834381547627e-09,7.83598852471812e-10,FALSE
"2",2.72862243398909,-0.13924863165244,TRUE,2.72862243398908,-0.13924863165245,TRUE,"vertical",1,"robustbase","within_cluster_row_order",9.32587340685131e-15,1.01030295240889e-14,FALSE
"3",-0.852659532240005,0.258207363788936,TRUE,-0.852659532207111,0.258207363813337,TRUE,"vertical",1,"robustbase","within_cluster_row_order",3.28939098181991e-11,2.44007591909678e-11,FALSE
"4",0.889808671364796,-0.49831336629348,TRUE,0.889808671364769,-0.498313366293411,TRUE,"vertical",1,"robustbase","within_cluster_row_order",2.69784194983913e-14,6.86672940730659e-14,FALSE
"5",1.23979333248245,0.358651723091869,TRUE,1.23979333274232,0.358651722982862,TRUE,"vertical",1,"robustbase","within_cluster_row_order",2.59867904972566e-10,1.09007802784333e-10,FALSE
"6",-0.765734693014452,0.147648545897361,TRUE,-0.76573469275401,0.147648546105293,TRUE,"vertical",1,"robustbase","within_cluster_row_order",2.6044244538781e-10,2.07932393525567e-10,FALSE
"7",1.16830077321024,-0.0268511978783822,TRUE,1.16830077321311,-0.0268511978616778,TRUE,"vertical",1,"robustbase","within_cluster_row_order",2.87503354456931e-12,1.67043219534424e-11,FALSE
"8",-1.07636942162062,-0.168222305482329,TRUE,-1.07636942162056,-0.168222305482336,TRUE,"vertical",1,"robustbase","within_cluster_row_order",6.43929354282591e-14,7.43849426498855e-15,FALSE
"9",-0.0868572131135836,0.211337470634373,TRUE,-0.0868572131684042,0.211337470404817,TRUE,"vertical",1,"robustbase","within_cluster_row_order",5.48206063877288e-11,2.29556068598313e-10,FALSE
"1",3.51936954466863,-0.115028422983202,TRUE,3.51936954466863,-0.115028422983202,TRUE,"vertical",1,"robustbase","cluster_block_order",0,0,FALSE
"10",0.479971663659948,-0.117302862973445,TRUE,0.479971663659948,-0.117302862973445,TRUE,"vertical",1,"robustbase","cluster_block_order",0,0,FALSE
"2",2.72862243398909,-0.13924863165244,TRUE,2.72862243398909,-0.13924863165244,TRUE,"vertical",1,"robustbase","cluster_block_order",0,0,FALSE
"3",-0.852659532240005,0.258207363788936,TRUE,-0.852659532240005,0.258207363788936,TRUE,"vertical",1,"robustbase","cluster_block_order",0,0,FALSE
"4",0.889808671364796,-0.49831336629348,TRUE,0.889808671364796,-0.49831336629348,TRUE,"vertical",1,"robustbase","cluster_block_order",0,0,FALSE
