"condition_id","study","n_clusters","cluster_size","beta","random_slope_sd","contamination","contamination_label","model","model_label","reps","condition_seed","estimate","std_error","df","statistic","p_value","conf_low","conf_high","reject","cover","fit_available","inference_complete","convergence_code","convergence_code_zero","boundary_fit","estimated_random_intercept_sd","estimated_random_slope_sd","estimated_residual_sd","residual_weight_minimum","residual_weight_mean","residual_weight_prop_below_0_5","residual_weight_prop_below_0_8","residual_weight_count","random_effect_weight_minimum","random_effect_weight_mean","random_effect_weight_prop_below_0_5","random_effect_weight_prop_below_0_8","random_effect_weight_count","fit_warning","fit_message","fit_error","inference_warning","inference_message","inference_error","process_warning","process_message","process_error","variance_component_error","summary_column_names","fit_elapsed_sec","inference_elapsed_sec","process_elapsed_sec","total_elapsed_sec","replicate","replicate_seed","usable"
"RMM028","Study 2",40,40,0,0.05,"vertical","Vertical outliers","study2_robust_ri","Study 2 robust random intercept",5,20260925,-0.0322553815742096,0.028904981925668,981.455908959884,-1.11591080240623,0.264733456144242,-0.0889780559564786,0.0244672928080594,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,0.929329230507835,,1.10205329398942,0.176128521568293,0.934574048901091,0.05375,0.1125,1600,0.529266014703456,0.952516943648725,0,0.125,40,,,,,,,,,,,"Estimate | Std. Error | df | t value | Pr(>|t|)",15.5,51.8899999999994,1.35000000000036,68.7399999999998,2,997572265,TRUE
"RMM028","Study 2",40,40,0,0.05,"vertical","Vertical outliers","study2_robust_ri","Study 2 robust random intercept",5,20260925,0.0462553093888887,0.0291779901236911,1293.95649154518,1.58528086385675,0.113146874823432,-0.0109860429963569,0.103496661774134,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,1.04531194632121,,1.12280455209985,0.193633996417594,0.942697574491482,0.05125,0.095,1600,0.540041892836078,0.958926054536782,0,0.075,40,,,,,,,,,,,"Estimate | Std. Error | df | t value | Pr(>|t|)",13.9499999999998,51.9700000000003,1.32999999999993,67.25,3,2002591949,TRUE
"RMM028","Study 2",40,40,0,0.05,"vertical","Vertical outliers","study2_robust_ri","Study 2 robust random intercept",5,20260925,3.32948358594783e-05,0.028466097108328,1229.70599327687,0.00116963121894703,0.999066959228561,-0.0558141984472377,0.0558807881189567,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,0.81792216297639,,1.09012258318352,0.164408008515607,0.937513041607167,0.0525,0.1025,1600,0.741089843815105,0.975235895472975,0,0.025,40,,,,,,,,,,,"Estimate | Std. Error | df | t value | Pr(>|t|)",15.6800000000003,53.3000000000002,1.32999999999993,70.3100000000004,4,45240270,TRUE
"RMM028","Study 2",40,40,0,0.05,"vertical","Vertical outliers","study2_robust_ri","Study 2 robust random intercept",5,20260925,-0.0600559482698908,0.0295160026597691,1919.79693590842,-2.03469111187431,0.0420191231577599,-0.117942745653706,-0.00216915088607535,TRUE,FALSE,TRUE,TRUE,0,TRUE,FALSE,1.23774276183893,,1.1359870057004,0.182747861670252,0.939439842430415,0.051875,0.1,1600,0.73286397378017,0.980683559646643,0,0.05,40,,,,,,,,,,,"Estimate | Std. Error | df | t value | Pr(>|t|)",13.7600000000002,49.5500000000002,1.28999999999996,64.6000000000004,5,395562116,TRUE
"RMM029","Study 2",40,40,0,0.05,"vertical","Vertical outliers","study2_robust_rs","Study 2 robust random slope",5,20260925,-0.0185152935779138,0.0287490982957513,929.075481731624,-0.644030410534652,0.519714668471894,-0.0749359919393918,0.0379054047835643,FALSE,TRUE,TRUE,TRUE,0,TRUE,TRUE,1.10084299975206,0,1.11430014237074,0.174416233313854,0.938464669586425,0.05375,0.105,1600,0.481379210507681,0.974161447084246,0.0125,0.05,80,,,,,,,,,,,"Estimate | Std. Error | df | t value | Pr(>|t|)",71.6700000000001,78.4699999999993,1.40000000000055,151.54,1,1486507527,TRUE
"RMM029","Study 2",40,40,0,0.05,"vertical","Vertical outliers","study2_robust_rs","Study 2 robust random slope",5,20260925,-0.032255380871886,0.0289049818539156,981.45712412768,-1.11591078087865,0.264733465017361,-0.0889780550266363,0.0244672932828642,FALSE,TRUE,TRUE,TRUE,0,TRUE,TRUE,0.929329345291177,0,1.1020532911706,0.176128521305683,0.934574048519959,0.05375,0.1125,1600,0.529266081121071,0.976258479778749,0,0.0625,80,,,,,,,,,,,"Estimate | Std. Error | df | t value | Pr(>|t|)",24.5,80.5299999999997,1.46000000000004,106.49,2,997572265,TRUE
"RMM029","Study 2",40,40,0,0.05,"vertical","Vertical outliers","study2_robust_rs","Study 2 robust random slope",5,20260925,0.0462553094801017,0.0291779910503418,1293.96809971212,1.58528081663661,0.113146883356161,-0.0109860442422746,0.103496663202478,FALSE,TRUE,TRUE,TRUE,0,TRUE,TRUE,1.04531200062925,0,1.1228045877466,0.1936340025679,0.942697577947428,0.05125,0.095,1600,0.540041920441991,0.979463031056839,0,0.0375,80,,,,,,,,,,,"Estimate | Std. Error | df | t value | Pr(>|t|)",22.5799999999999,76.3499999999995,1.88000000000011,100.809999999999,3,2002591949,TRUE
"RMM029","Study 2",40,40,0,0.05,"vertical","Vertical outliers","study2_robust_rs","Study 2 robust random slope",5,20260925,3.32945933836437e-05,0.0284660978083195,1229.70700282309,0.0011696226721287,0.999066966046389,-0.0558142000178527,0.05588078920462,FALSE,TRUE,TRUE,TRUE,0,TRUE,TRUE,0.817922206238119,0,1.09012260995488,0.164408012503973,0.937513044488014,0.0525,0.1025,1600,0.741089887757154,0.987617951768234,0,0.0125,80,,"boundary (singular) fit: see help('isSingular')",,,,,,,,,"Estimate | Std. Error | df | t value | Pr(>|t|)",35.5699999999997,80.5799999999999,1.39000000000033,117.54,4,45240270,TRUE
"RMM029","Study 2",40,40,0,0.05,"vertical","Vertical outliers","study2_robust_rs","Study 2 robust random slope",5,20260925,-0.0600559460183663,0.0295160026168246,1919.81509950721,-2.03469103855322,0.0420191292494493,-0.117942742972459,-0.00216914906427315,TRUE,FALSE,TRUE,TRUE,0,TRUE,TRUE,1.23774291182386,0,1.13598700395519,0.182747861343593,0.939439842189436,0.051875,0.1,1600,0.732864061581986,0.990341786128775,0,0.025,80,,,,,,,,,,,"Estimate | Std. Error | df | t value | Pr(>|t|)",32.5,76.6099999999997,1.44999999999982,110.559999999999,5,395562116,TRUE
"RMM030","Study 2",40,40,0,0.1,"none","Clean","study2_robust_ri","Study 2 robust random intercept",5,20260925,-0.00900844252061731,0.0262038834413726,865.034715207408,-0.343782727501914,0.731093234219602,-0.0604390707950169,0.0424221857537823,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,1.12585393425441,,1.01558961351454,0.406155390288076,0.962648325407311,0.00625,0.078125,1600,0.471287437386055,0.949328364904722,0.025,0.1,40,,,,,,,,,,,"Estimate | Std. Error | df | t value | Pr(>|t|)",14.7799999999997,44.8900000000003,1.36999999999989,61.04,1,1486507527,TRUE
"RMM030","Study 2",40,40,0,0.1,"none","Clean","study2_robust_ri","Study 2 robust random intercept",5,20260925,-0.0342338457021531,0.0260202302135316,1007.51413120349,-1.31566267558809,0.188586584338172,-0.0852938988835435,0.0168262074792374,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,0.938385283892621,,0.992005688920984,0.397789345029055,0.956574566145931,0.01,0.100625,1600,0.564645805810244,0.951238402825794,0,0.125,40,,,,,,,,,,,"Estimate | Std. Error | df | t value | Pr(>|t|)",9.94000000000051,48.6999999999998,1.34999999999945,59.9899999999998,2,997572265,TRUE
"RMM030","Study 2",40,40,0,0.1,"none","Clean","study2_robust_ri","Study 2 robust random intercept",5,20260925,0.0388992734139757,0.0265876988701905,1094.61333509712,1.46305528748066,0.143739320432002,-0.013269342960109,0.0910678897880604,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,1.03088658919686,,1.02308757972931,0.42582463882988,0.967096738879298,0.0025,0.069375,1600,0.530667523440656,0.960476161999882,0,0.075,40,,,,,,,,,,,"Estimate | Std. Error | df | t value | Pr(>|t|)",11.2799999999997,49.1400000000003,1.31999999999971,61.7399999999998,3,2002591949,TRUE
"RMM030","Study 2",40,40,0,0.1,"none","Clean","study2_robust_ri","Study 2 robust random intercept",5,20260925,0.000906208157977027,0.0256478674792015,1479.17875578772,0.0353326902796848,0.971819223797435,-0.049403854919308,0.0512162712352621,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,0.830105782692706,,0.98207758525696,0.361763924445228,0.959709178885829,0.005625,0.08625,1600,0.694616370539578,0.973185277671333,0,0.05,40,,,,,,,,,,,"Estimate | Std. Error | df | t value | Pr(>|t|)",10.75,48.29,1.31999999999971,60.3599999999997,4,45240270,TRUE
"RMM030","Study 2",40,40,0,0.1,"none","Clean","study2_robust_ri","Study 2 robust random intercept",5,20260925,-0.0300035925766361,0.0267409250548078,1526.64711036979,-1.12201027134032,0.262034511002105,-0.0824564279744051,0.0224492428211329,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,1.26033395542907,,1.02911074714019,0.419341665427244,0.962490252115348,0.006875,0.0825,1600,0.778410050614379,0.981611731752854,0,0.05,40,,,,,,,,,,,"Estimate | Std. Error | df | t value | Pr(>|t|)",10.2199999999993,46.5500000000002,1.32999999999993,58.0999999999995,5,395562116,TRUE
"RMM031","Study 2",40,40,0,0.1,"none","Clean","study2_robust_rs","Study 2 robust random slope",5,20260925,-0.00937722125335259,0.036419552764726,23.9597920931905,-0.257477660802987,0.799008523206409,-0.0845501595519975,0.0657957170452923,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,1.1335554206418,0.156820029961016,1.00184627497093,0.404591723771775,0.96346433819713,0.006875,0.074375,1600,0.473337862849461,0.973070593765097,0.0125,0.05,80,,,,,,,,,,,"Estimate | Std. Error | df | t value | Pr(>|t|)",41.4499999999998,136.54,1.8100000000004,179.8,1,1486507527,TRUE
"RMM031","Study 2",40,40,0,0.1,"none","Clean","study2_robust_rs","Study 2 robust random slope",5,20260925,-0.0342338448097573,0.0260202288114232,1007.51427208924,-1.31566271218677,0.188586572011408,-0.0852938952311731,0.0168262056116585,FALSE,TRUE,TRUE,TRUE,0,TRUE,TRUE,0.938385352521313,0,0.99200563540564,0.397789323759799,0.956574558806928,0.01,0.100625,1600,0.564645846863344,0.975619206198603,0,0.0625,80,,,,,,,,,,,"Estimate | Std. Error | df | t value | Pr(>|t|)",63.71,76.5600000000004,1.40000000000055,141.670000000001,2,997572265,TRUE
"RMM031","Study 2",40,40,0,0.1,"none","Clean","study2_robust_rs","Study 2 robust random slope",5,20260925,0.038899273433571,0.0265876984950698,1094.60164680816,1.46305530885963,0.143739317648221,-0.0132693428211051,0.0910678896882471,FALSE,TRUE,TRUE,TRUE,0,TRUE,TRUE,1.03088653044944,0,1.02308756531458,0.425824632556753,0.967096737001978,0.0025,0.069375,1600,0.530667494380105,0.980238077697154,0,0.0375,80,,,,,,,,,,,"Estimate | Std. Error | df | t value | Pr(>|t|)",29,78.3600000000006,1.44999999999982,108.81,3,2002591949,TRUE
"RMM031","Study 2",40,40,0,0.1,"none","Clean","study2_robust_rs","Study 2 robust random slope",5,20260925,0.000906208434994632,0.0256478680970799,1479.17802681338,0.0353327002292954,0.971819215867441,-0.0494038558746057,0.0512162727445949,FALSE,TRUE,TRUE,TRUE,0,TRUE,TRUE,0.830105728191524,0,0.982077608996574,0.36176393359885,0.959709182222901,0.005625,0.08625,1600,0.694616324079577,0.986592633710413,0,0.025,80,,,,,,,,,,,"Estimate | Std. Error | df | t value | Pr(>|t|)",47.3800000000001,80.5,1.48000000000047,129.360000000001,4,45240270,TRUE
"RMM031","Study 2",40,40,0,0.1,"none","Clean","study2_robust_rs","Study 2 robust random slope",5,20260925,-0.0300035928390633,0.0267409255753086,1526.64396657192,-1.12201025931456,0.262034516476864,-0.0824564293435075,0.0224492436653809,FALSE,TRUE,TRUE,TRUE,0,TRUE,TRUE,1.26033389791192,0,1.02911076720687,0.41934167386644,0.962490254660399,0.006875,0.0825,1600,0.778410017286472,0.990805863457365,0,0.025,80,,,,,,,,,,,"Estimate | Std. Error | df | t value | Pr(>|t|)",91.2600000000002,75.8599999999997,1.4399999999996,168.559999999999,5,395562116,TRUE
"RMM032","Study 2",40,40,0,0.1,"vertical","Vertical outliers","study2_robust_ri","Study 2 robust random intercept",5,20260925,-0.0149779925679705,0.0289304153981567,912.229288095025,-0.517724766887543,0.604775840172245,-0.0717558971755221,0.0417999120395811,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,1.09954488079593,,1.12133266315434,0.174367523517667,0.938573184887488,0.053125,0.10375,1600,0.479962192479083,0.948124987780782,0.025,0.1,40,,,,,,,,,,,"Estimate | Std. Error | df | t value | Pr(>|t|)",15.2799999999997,50.5900000000001,1.39999999999964,67.2699999999995,1,1486507527,TRUE
"RMM032","Study 2",40,40,0,0.1,"vertical","Vertical outliers","study2_robust_ri","Study 2 robust random intercept",5,20260925,-0.0362662485270117,0.0289728446528926,944.751896602964,-1.2517324053436,0.210977211750045,-0.0931248230729664,0.0205923260189431,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,0.931020677406023,,1.10464102835236,0.177938591825043,0.934425160340291,0.05375,0.111875,1600,0.530897533909474,0.952675907891259,0,0.125,40,,,,,,,,,,,"Estimate | Std. Error | df | t value | Pr(>|t|)",15.3699999999999,52.4800000000005,1.35999999999967,69.21,2,997572265,TRUE
"RMM032","Study 2",40,40,0,0.1,"vertical","Vertical outliers","study2_robust_ri","Study 2 robust random intercept",5,20260925,0.0392763618258579,0.0292174245005738,1299.17953637441,1.34427871372053,0.179092951291319,-0.0180421371374401,0.096594860789156,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,1.044334941113,,1.12432338597677,0.194455853254915,0.942520863889444,0.0525,0.093125,1600,0.538885521439029,0.959213843270962,0,0.075,40,,,,,,,,,,,"Estimate | Std. Error | df | t value | Pr(>|t|)",14.4499999999998,53.3199999999997,1.32000000000062,69.0900000000001,3,2002591949,TRUE
"RMM032","Study 2",40,40,0,0.1,"vertical","Vertical outliers","study2_robust_ri","Study 2 robust random intercept",5,20260925,0.00675947838016699,0.0286403840546252,1303.71938919342,0.236012141711326,0.813460319421676,-0.0494268050211499,0.0629457617814839,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,0.819967522150924,,1.09680150418918,0.165129342625591,0.937998993854485,0.0525,0.100625,1600,0.740755369088095,0.97552707276738,0,0.025,40,,,,,,,,,,,"Estimate | Std. Error | df | t value | Pr(>|t|)",15.8499999999995,53.2800000000007,1.36999999999989,70.5,4,45240270,TRUE
"RMM032","Study 2",40,40,0,0.1,"vertical","Vertical outliers","study2_robust_ri","Study 2 robust random intercept",5,20260925,-0.0556252635911828,0.0296050168578766,1754.95835027949,-1.87891342397203,0.0604219325666223,-0.113690076226785,0.00243954904441936,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,1.23773548272274,,1.13941519573941,0.183300717363094,0.939267800208585,0.051875,0.1,1600,0.732741495494072,0.980798471680159,0,0.05,40,,,,,,,,,,,"Estimate | Std. Error | df | t value | Pr(>|t|)",13.9499999999998,49.8900000000003,1.30999999999949,65.1499999999996,5,395562116,TRUE
"RMM033","Study 2",40,40,0,0.1,"vertical","Vertical outliers","study2_robust_rs","Study 2 robust random slope",5,20260925,-0.0185448690760685,0.0390777807951467,24.787087945118,-0.474563004825794,0.639252864772643,-0.0990621331525104,0.0619723950003734,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,1.10407316545038,0.16278495238695,1.10794822773712,0.174337821373519,0.939145448249527,0.053125,0.104375,1600,0.481366058358145,0.974189806638135,0.0125,0.0625,80,,,,,,,,,,,"Estimate | Std. Error | df | t value | Pr(>|t|)",53.1400000000003,137.77,1.77999999999975,192.69,1,1486507527,TRUE
"RMM033","Study 2",40,40,0,0.1,"vertical","Vertical outliers","study2_robust_rs","Study 2 robust random slope",5,20260925,-0.0362662484447409,0.0289728450048,944.753393626296,-1.25173238730034,0.21097721783323,-0.0931248235657372,0.0205923266762553,FALSE,TRUE,TRUE,TRUE,0,TRUE,TRUE,0.931020730101185,0,1.10464104174003,0.177938594033507,0.934425161745054,0.05375,0.111875,1600,0.530897564820245,0.976337957708465,0,0.0625,80,,,,,,,,,,,"Estimate | Std. Error | df | t value | Pr(>|t|)",21.9800000000005,78.2399999999998,1.5,101.72,2,997572265,TRUE
"RMM033","Study 2",40,40,0,0.1,"vertical","Vertical outliers","study2_robust_rs","Study 2 robust random slope",5,20260925,0.0392763621202382,0.0292174248900358,1299.19027886057,1.34427870587708,0.17909295188599,-0.0180421371651618,0.0965948614056382,FALSE,TRUE,TRUE,TRUE,0,TRUE,TRUE,1.04433505907506,0,1.12432340090475,0.194455855777529,0.942520865302292,0.0525,0.093125,1600,0.538885579402484,0.979606929337705,0,0.0375,80,,,,,,,,,,,"Estimate | Std. Error | df | t value | Pr(>|t|)",26.3000000000002,79.1999999999998,1.44000000000051,106.940000000001,3,2002591949,TRUE
"RMM033","Study 2",40,40,0,0.1,"vertical","Vertical outliers","study2_robust_rs","Study 2 robust random slope",5,20260925,0.00675947881800746,0.0286403850534602,1303.71961012607,0.236012148767909,0.813460313940865,-0.0494268065339617,0.0629457641699766,FALSE,TRUE,TRUE,TRUE,0,TRUE,TRUE,0.819967540026015,0,1.09680154245663,0.165129348468275,0.937998997956646,0.0525,0.100625,1600,0.740755390734973,0.987763538298518,0,0.0125,80,,"boundary (singular) fit: see help('isSingular')",,,,,,,,,"Estimate | Std. Error | df | t value | Pr(>|t|)",50.0900000000001,80.1999999999998,1.39999999999964,131.69,4,45240270,TRUE
"RMM033","Study 2",40,40,0,0.1,"vertical","Vertical outliers","study2_robust_rs","Study 2 robust random slope",5,20260925,-0.0556252607687974,0.0296050162692845,1754.97354299446,-1.87891336599295,0.0604219390556178,-0.113690071903074,0.00243955036547937,FALSE,TRUE,TRUE,TRUE,0,TRUE,TRUE,1.23773565901056,0,1.13941517296276,0.183300713638954,0.939267797988225,0.051875,0.1,1600,0.732741598563882,0.990399243189607,0,0.025,80,,,,,,,,,,,"Estimate | Std. Error | df | t value | Pr(>|t|)",47.0299999999997,76.1700000000001,1.42000000000007,124.62,5,395562116,TRUE
