"model","condition_id","calibration_stage","candidate_id","n_clusters","cluster_size","beta","intercept","random_intercept_sd","residual_sd","x_sd","contamination","contamination_prop","contamination_size","leverage_size","reps","alpha","method_set","condition_seed","mean_coef","bias","rejection_rate","rejection_rate_se","rmse","coverage","coverage_se","avg_ci_width","success","failure_rate","singular_rate","mean_retained_clusters","mean_runtime_sec","clean_mean_coef","clean_bias","clean_rejection_rate","clean_rmse","clean_coverage","clean_avg_ci_width","clean_failure_rate","rmse_difference","rmse_ratio","ci_width_difference","ci_width_ratio","absolute_bias_difference","rejection_rate_difference","coverage_difference"
"cats_robust","PC015","bad_leverage_severity","B06",20,40,0,0,1,1,1,"bad_leverage",0.05,3,6,250,0.05,"ri,cr2,cats,cats_trunc,cats_robust,cats_robustbase",20260802,-0.191999921500627,-0.191999921500627,89.6,1.93063720051179,0.199428023084728,10.4,1.93063720051179,0.225347065240588,250,0,,20,0.127559999999992,0.00272509182996003,0.00272509182996003,5.6,0.0408770295999841,94.4,0.163624520410419,0,0.158550993484744,4.8787307941966,0.0617225448301685,1.37722063096258,0.189274829670667,84,-84
"cats_robustbase","PC009","vertical_severity","V04",20,40,0,0,1,1,1,"vertical",0.05,10,0,250,0.05,"ri,cr2,cats,cats_trunc,cats_robust,cats_robustbase",20260802,0.00239595798109903,0.00239595798109903,4.8,1.35197633115377,0.0393181661005371,95.2,1.35197633115377,0.159447145328974,250,0,,20,0.23060000000002,0.00205418656132608,0.00205418656132608,6,0.0380846872889087,94,0.155539398125103,0,0.00123347881162843,1.03238778888406,0.00390774720387146,1.02512384161811,0.00034177141977295,-1.2,1.19999999999999
"cats_robustbase","PC013","bad_leverage_severity","B04",20,40,0,0,1,1,1,"bad_leverage",0.05,1,6,250,0.05,"ri,cr2,cats,cats_trunc,cats_robust,cats_robustbase",20260802,-0.107605648180843,-0.107605648180843,96.8,1.11312173637927,0.110173835867799,3.2,1.11312173637927,0.0957812923301515,250,0,,20,0.226440000000004,0.00205418656132608,0.00205418656132608,6,0.0380846872889087,94,0.155539398125103,0,0.0720891485788901,2.89286439539401,-0.0597581057949512,0.615800842003472,0.105551461619517,90.8,-90.8
"cats_robustbase","PC011","bad_leverage_severity","B02",20,40,0,0,1,1,1,"bad_leverage",0.05,2,4,250,0.05,"ri,cr2,cats,cats_trunc,cats_robust,cats_robustbase",20260802,-0.212048278744766,-0.212048278744766,100,0,0.214548074157477,0,0,0.135812974224193,250,0,,20,0.232719999999996,0.00205418656132608,0.00205418656132608,6,0.0380846872889087,94,0.155539398125103,0,0.176463386868569,5.63344717865019,-0.0197264239009096,0.873174101618656,0.20999409218344,94,-94
"cats_robustbase","PC014","bad_leverage_severity","B05",20,40,0,0,1,1,1,"bad_leverage",0.05,2,6,250,0.05,"ri,cr2,cats,cats_trunc,cats_robust,cats_robustbase",20260802,-0.209173631879981,-0.209173631879981,100,0,0.211143027473252,0,0,0.111714188292145,250,0,,20,0.232839999999996,0.00205418656132608,0.00205418656132608,6,0.0380846872889087,94,0.155539398125103,0,0.173058340184343,5.54403994108001,-0.0438252098329579,0.718237241745602,0.207119445318655,94,-94
"cats_robustbase","PC007","vertical_severity","V02",20,40,0,0,1,1,1,"vertical",0.05,6,0,250,0.05,"ri,cr2,cats,cats_trunc,cats_robust,cats_robustbase",20260802,0.00274488760284165,0.00274488760284165,5.6,1.45415267424023,0.0399470766668433,94.4,1.45415267424023,0.161362481233618,250,0,,20,0.228360000000002,0.00205418656132608,0.00205418656132608,6,0.0380846872889087,94,0.155539398125103,0,0.00186238937793459,1.04890126479985,0.00582308310851509,1.03743799435196,0.00069070104151557,-0.399999999999999,0.399999999999991
"cats_robustbase","PC010","bad_leverage_severity","B01",20,40,0,0,1,1,1,"bad_leverage",0.05,1,4,250,0.05,"ri,cr2,cats,cats_trunc,cats_robust,cats_robustbase",20260802,-0.11243386974269,-0.11243386974269,94,1.50199866844149,0.116100758296073,6,1.50199866844149,0.119409740322757,250,0,,20,0.225000000000011,0.00205418656132608,0.00205418656132608,6,0.0380846872889087,94,0.155539398125103,0,0.0780160710071648,3.04848921077751,-0.0361296578023453,0.767713786745621,0.110379683181364,88,-88
"cats_robustbase","PC008","vertical_severity","V03",20,40,0,0,1,1,1,"vertical",0.05,8,0,250,0.05,"ri,cr2,cats,cats_trunc,cats_robust,cats_robustbase",20260802,0.00249753469629883,0.00249753469629883,4.8,1.35197633115377,0.0393657743618441,95.2,1.35197633115377,0.159583505605017,250,0,,20,0.234000000000002,0.00205418656132608,0.00205418656132608,6,0.0380846872889087,94,0.155539398125103,0,0.00128108707293542,1.03363785195917,0.00404410747991479,1.02600053445406,0.00044334813497275,-1.2,1.19999999999999
"cats_robustbase","PC006","vertical_severity","V01",20,40,0,0,1,1,1,"vertical",0.05,4,0,250,0.05,"ri,cr2,cats,cats_trunc,cats_robust,cats_robustbase",20260802,0.00264349918282805,0.00264349918282805,6.4,1.54795348767332,0.0420399161202166,93.6,1.54795348767332,0.169511522594897,250,0,,20,0.237599999999999,0.00205418656132608,0.00205418656132608,6,0.0380846872889087,94,0.155539398125103,0,0.00395522883130797,1.1038535199542,0.013972124469794,1.0898301307464,0.000589312621501976,0.4,-0.399999999999991
"cats_robustbase","PC012","bad_leverage_severity","B03",20,40,0,0,1,1,1,"bad_leverage",0.05,3,4,250,0.05,"ri,cr2,cats,cats_trunc,cats_robust,cats_robustbase",20260802,-0.267421991115989,-0.267421991115989,100,0,0.271054378268904,0,0,0.185426540270603,250,0,,20,0.231479999999981,0.00205418656132608,0.00205418656132608,6,0.0380846872889087,94,0.155539398125103,0,0.232969690979996,7.11714858553776,0.0298871421455004,1.19215158670899,0.265367804554663,94,-94
"cats_robustbase","PC015","bad_leverage_severity","B06",20,40,0,0,1,1,1,"bad_leverage",0.05,3,6,250,0.05,"ri,cr2,cats,cats_trunc,cats_robust,cats_robustbase",20260802,-0.284789433492451,-0.284789433492451,100,0,0.287610154059122,0,0,0.160922076884175,250,0,,20,0.23336000000001,0.00205418656132608,0.00205418656132608,6,0.0380846872889087,94,0.155539398125103,0,0.249525466770214,7.55185809659733,0.00538267875907222,1.03460652943213,0.282735246931125,94,-94
