"condition_id","calibration_stage","candidate_id","n_clusters","cluster_size","beta","intercept","random_intercept_sd","residual_sd","x_sd","contamination","contamination_prop","contamination_size","leverage_size","reps","alpha","method_set","condition_seed","model","mean_coef","bias","rejection_rate","rejection_rate_se","rmse","coverage","coverage_se","avg_ci_width","success","failure_rate","singular_rate","mean_retained_clusters","mean_runtime_sec"
"PC013","bad_leverage_severity","B04",20,40,0,0,1,1,1,"bad_leverage",0.05,1,6,250,0.05,"ri,cr2,cats,cats_trunc,cats_robust,cats_robustbase",20260802,"cats_robust",-0.0940523113217222,-0.0940523113217222,81.6,2.45066521581386,0.0987879116781802,18.4,2.45066521581386,0.117968346519773,250,0,,20,0.127360000000004
"PC013","bad_leverage_severity","B04",20,40,0,0,1,1,1,"bad_leverage",0.05,1,6,250,0.05,"ri,cr2,cats,cats_trunc,cats_robust,cats_robustbase",20260802,"cats_robustbase",-0.107605648180843,-0.107605648180843,96.8,1.11312173637927,0.110173835867799,3.2,1.11312173637927,0.0957812923301515,250,0,,20,0.226440000000004
"PC014","bad_leverage_severity","B05",20,40,0,0,1,1,1,"bad_leverage",0.05,2,6,250,0.05,"ri,cr2,cats,cats_trunc,cats_robust,cats_robustbase",20260802,"ri",-0.216448808260189,-0.216448808260189,100,0,0.217556899732438,0,0,0.0876983164931379,250,0,0,20,0.309519999999988
"PC014","bad_leverage_severity","B05",20,40,0,0,1,1,1,"bad_leverage",0.05,2,6,250,0.05,"ri,cr2,cats,cats_trunc,cats_robust,cats_robustbase",20260802,"cr2",-0.216669494625856,-0.216669494625856,100,0,0.218523830311732,0,0,0.124124629984281,250,0,,20,0.0924400000000078
"PC014","bad_leverage_severity","B05",20,40,0,0,1,1,1,"bad_leverage",0.05,2,6,250,0.05,"ri,cr2,cats,cats_trunc,cats_robust,cats_robustbase",20260802,"cats",-0.217746139567707,-0.217746139567707,100,0,0.218881283958561,0,0,0.0913528616452753,250,0,,20,0.0616800000000112
"PC014","bad_leverage_severity","B05",20,40,0,0,1,1,1,"bad_leverage",0.05,2,6,250,0.05,"ri,cr2,cats,cats_trunc,cats_robust,cats_robustbase",20260802,"cats_trunc",-0.217746139567707,-0.217746139567707,100,0,0.218881283958561,0,0,0.0913528616452753,250,0,,20,0.0635999999999822
"PC014","bad_leverage_severity","B05",20,40,0,0,1,1,1,"bad_leverage",0.05,2,6,250,0.05,"ri,cr2,cats,cats_trunc,cats_robust,cats_robustbase",20260802,"cats_robust",-0.165810425705283,-0.165810425705283,94,1.50199866844149,0.170690838138278,6,1.50199866844149,0.161718905723859,250,0,,20,0.129520000000004
"PC014","bad_leverage_severity","B05",20,40,0,0,1,1,1,"bad_leverage",0.05,2,6,250,0.05,"ri,cr2,cats,cats_trunc,cats_robust,cats_robustbase",20260802,"cats_robustbase",-0.209173631879981,-0.209173631879981,100,0,0.211143027473252,0,0,0.111714188292145,250,0,,20,0.232839999999996
"PC015","bad_leverage_severity","B06",20,40,0,0,1,1,1,"bad_leverage",0.05,3,6,250,0.05,"ri,cr2,cats,cats_trunc,cats_robust,cats_robustbase",20260802,"ri",-0.325672192094238,-0.325672192094238,100,0,0.326431971650305,0,0,0.0911521648949036,250,0,0,20,0.306439999999981
"PC015","bad_leverage_severity","B06",20,40,0,0,1,1,1,"bad_leverage",0.05,3,6,250,0.05,"ri,cr2,cats,cats_trunc,cats_robust,cats_robustbase",20260802,"cr2",-0.325869000314672,-0.325869000314672,100,0,0.32710799764186,0,0,0.125495063844806,250,0,,20,0.0880800000000218
"PC015","bad_leverage_severity","B06",20,40,0,0,1,1,1,"bad_leverage",0.05,3,6,250,0.05,"ri,cr2,cats,cats_trunc,cats_robust,cats_robustbase",20260802,"cats",-0.327615822443801,-0.327615822443801,100,0,0.328394178388909,0,0,0.0931442305822529,250,0,,20,0.059559999999994
"PC015","bad_leverage_severity","B06",20,40,0,0,1,1,1,"bad_leverage",0.05,3,6,250,0.05,"ri,cr2,cats,cats_trunc,cats_robust,cats_robustbase",20260802,"cats_trunc",-0.327615822443801,-0.327615822443801,100,0,0.328394178388909,0,0,0.0931442305822529,250,0,,20,0.0627599999999911
"PC015","bad_leverage_severity","B06",20,40,0,0,1,1,1,"bad_leverage",0.05,3,6,250,0.05,"ri,cr2,cats,cats_trunc,cats_robust,cats_robustbase",20260802,"cats_robust",-0.191999921500627,-0.191999921500627,89.6,1.93063720051179,0.199428023084728,10.4,1.93063720051179,0.225347065240588,250,0,,20,0.127559999999992
"PC015","bad_leverage_severity","B06",20,40,0,0,1,1,1,"bad_leverage",0.05,3,6,250,0.05,"ri,cr2,cats,cats_trunc,cats_robust,cats_robustbase",20260802,"cats_robustbase",-0.284789433492451,-0.284789433492451,100,0,0.287610154059122,0,0,0.160922076884175,250,0,,20,0.23336000000001
