"method","method_label","setting","estimate","std_error","df","statistic","p_value","conf_low","conf_high","reject","cover","fit_available","inference_complete","convergence_code","convergence_code_zero","boundary_fit","estimated_random_intercept_sd","estimated_random_slope_sd","estimated_residual_sd","residual_weight_minimum","residual_weight_mean","residual_weight_prop_below_0_5","residual_weight_prop_below_0_8","residual_weight_count","random_effect_weight_minimum","random_effect_weight_mean","random_effect_weight_prop_below_0_5","random_effect_weight_prop_below_0_8","random_effect_weight_count","fit_warning","fit_message","fit_error","inference_warning","inference_message","inference_error","process_warning","process_message","process_error","variance_component_error","summary_column_names","fit_elapsed_sec","inference_elapsed_sec","process_elapsed_sec","total_elapsed_sec","condition_id","replicate","replicate_seed","n_clusters","cluster_size","random_slope_sd","contamination","contamination_label","beta","usable"
"lmer_kr","Conventional random slope (KR)",,-0.15072851406115,0.10416614486797,8.62758683721797,-1.44700098340202,0.18323354775888,-0.387928355704954,0.0864713275826547,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,0.930218682601694,0.165002659647437,1.71897115320956,,,,,,,,,,,,,,,,,,,,,"Estimate | Std. Error | df | t value | Pr(>|t|)",0.109999999999957,0.269999999999982,0,0.379999999999939,"RMM017",1,561050143,10,40,0.1,"vertical","Vertical outliers",0,TRUE
"rlmer_RSEa","Robust random slope (RSEa)","RSEa",-0.0351151764067297,0.0602394859055677,298.595293521136,-0.582926229844935,0.560382929065405,-0.153662900938017,0.0834325481245572,FALSE,TRUE,TRUE,TRUE,0,TRUE,TRUE,1.13764379940793,0,1.1707279538349,0.218197774420118,0.943663827084671,0.05,0.0975,400,0.728957940587419,0.98302451140885,0,0.05,20,,,,,,,,,,,"Estimate | Std. Error | df | t value | Pr(>|t|)",9.06999999999999,9.79000000000002,0.269999999999982,19.13,"RMM017",2,275491558,10,40,0.1,"vertical","Vertical outliers",0,TRUE
"lmer_kr","Conventional random slope (KR)",,-0.162756744690719,0.0897089148469797,8.71249019147564,-1.81427615046219,0.104131651728337,-0.366717844822893,0.0412043554414551,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,1.16770301692724,0.0993771892036033,1.66015428553321,,,,,,,,,,,,,,,,,,,,,"Estimate | Std. Error | df | t value | Pr(>|t|)",0.110000000000014,0.300000000000011,0,0.410000000000025,"RMM017",2,275491558,10,40,0.1,"vertical","Vertical outliers",0,TRUE
"rlmer_RSEa","Robust random slope (RSEa)","RSEa",-0.107442561970324,0.0670474330563959,615.680698209625,-1.60248583834597,0.109561102333876,-0.239111955572193,0.0242268316315461,FALSE,TRUE,TRUE,TRUE,0,TRUE,TRUE,0.613211334216743,0,1.25180035032851,0.222332496762553,0.944810947790109,0.05,0.0925,400,0.773571366490928,0.985569689801988,0,0.05,20,,,,,,,,,,,"Estimate | Std. Error | df | t value | Pr(>|t|)",11.67,10.68,0.259999999999991,22.61,"RMM017",3,658591458,10,40,0.1,"vertical","Vertical outliers",0,TRUE
"lmer_kr","Conventional random slope (KR)",,-0.21577665070744,0.11892191690624,8.83122422466919,-1.81443972920115,0.103643133326393,-0.48558247871309,0.0540291772982106,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,0.620179108505991,0.243420465552477,1.71135406312598,,,,,,,,,,,,,,,,,,,,,"Estimate | Std. Error | df | t value | Pr(>|t|)",0.120000000000005,0.259999999999991,0,0.379999999999995,"RMM017",3,658591458,10,40,0.1,"vertical","Vertical outliers",0,TRUE
"rlmer_RSEa","Robust random slope (RSEa)","RSEa",0.0786885321408431,0.0599845301173779,330.110988614126,1.3118137624295,0.190494518671014,-0.0393116102915956,0.196688674573282,FALSE,TRUE,TRUE,TRUE,0,TRUE,TRUE,1.04721872415546,0,1.16829943795176,0.198525499837281,0.94107281725063,0.05,0.0975,400,0.818643495153442,0.986716324484563,0,0,20,,,,,,,,,,,"Estimate | Std. Error | df | t value | Pr(>|t|)",3.44999999999999,9.42000000000002,0.300000000000011,13.17,"RMM017",4,835799753,10,40,0.1,"vertical","Vertical outliers",0,TRUE
"lmer_kr","Conventional random slope (KR)",,0.15094288653147,0.0886175124096357,8.50069816274573,1.70330764684225,0.12468945100178,-0.0513331806385247,0.353218953701465,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,0.988986760741487,0.0441886088712952,1.72649521054797,,,,,,,,,,,,,,,,,,,,,"Estimate | Std. Error | df | t value | Pr(>|t|)",0.120000000000005,0.300000000000011,0,0.420000000000016,"RMM017",4,835799753,10,40,0.1,"vertical","Vertical outliers",0,TRUE
"rlmer_RSEa","Robust random slope (RSEa)","RSEa",-0.0246017102100653,0.0774899955237289,1.65113897014016,-0.317482405874339,0.786423349520886,-0.435515388423078,0.386311968002948,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,1.03649223167288,0.128890261330639,1.21796260558772,0.208119605492163,0.944347727835834,0.05,0.095,400,0.830110573567365,0.984024229548317,0,0,20,,,,,,,,,,,"Estimate | Std. Error | df | t value | Pr(>|t|)",16.78,13.86,0.329999999999984,30.97,"RMM017",5,731039463,10,40,0.1,"vertical","Vertical outliers",0,TRUE
"lmer_kr","Conventional random slope (KR)",,-0.0211229368491038,0.112245856412568,8.78231646844819,-0.188184557757436,0.855008232725313,-0.276003342366006,0.233757468667799,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,0.914636470279204,0.21460582390073,1.69891885406937,,,,,,,,,,,,,,,,,,,,,"Estimate | Std. Error | df | t value | Pr(>|t|)",0.129999999999995,0.259999999999991,0,0.389999999999986,"RMM017",5,731039463,10,40,0.1,"vertical","Vertical outliers",0,TRUE
"rlmer_RSEa","Robust random slope (RSEa)","RSEa",-0.0376983547827915,0.039088513489284,688.468728911812,-0.964435621045716,0.335166201596359,-0.114445354616641,0.0390486450510582,FALSE,TRUE,TRUE,TRUE,0,TRUE,TRUE,0.892288155794554,0,1.02809845256502,0.423505548797513,0.959248012705708,0.0075,0.09,800,0.696346484935511,0.97744183901857,0,0.075,40,,,,,,,,,,,"Estimate | Std. Error | df | t value | Pr(>|t|)",10.45,24.29,0.5,35.24,"RMM019",1,493606906,20,40,0.05,"none","Clean",0,TRUE
