"condition_id","n_clusters","cluster_size","beta","effect_label","intercept","random_intercept_sd","residual_sd","x_sd","contamination","contamination_label","contamination_prop","contamination_size","leverage_size","reps","alpha","method_set","condition_seed","common_random_number_group","model","mean_coef","bias","rejection_rate","rejection_rate_se","rmse","coverage","coverage_se","avg_ci_width","success","failure_rate","singular_rate","mean_retained_clusters","mean_runtime_sec","method_label","method_order"
"S1C001",10,40,0,"Null",0,1,1,1,"none","Clean",0.05,0,0,2000,0.05,"ri,cr2,cats,cats_trunc,cats_robust,cats_robustbase",20260815,"G10","ri",0.000274085367333407,0.000274085367333407,5.45,0.507591124823908,0.0515983122524309,94.55,0.507591124823908,0.199315391873357,2000,0,0,10,0.283959999999999,"Random intercept (KR)",1
"S1C001",10,40,0,"Null",0,1,1,1,"none","Clean",0.05,0,0,2000,0.05,"ri,cr2,cats,cats_trunc,cats_robust,cats_robustbase",20260815,"G10","cr2",0.00254121596668816,0.00254121596668816,5.3,0.50095408971282,0.0719729431779698,94.7,0.50095408971282,0.303140352072727,2000,0,,10,0.0552250000000009,"OLS with CR2",2
"S1C001",10,40,0,"Null",0,1,1,1,"none","Clean",0.05,0,0,2000,0.05,"ri,cr2,cats,cats_trunc,cats_robust,cats_robustbase",20260815,"G10","cats",0.000177439068627317,0.000177439068627317,5.25,0.498717104178311,0.0526072043817319,94.75,0.498717104178311,0.227770331138891,2000,0,,10,0.0339450000000001,"CATs",3
"S1C001",10,40,0,"Null",0,1,1,1,"none","Clean",0.05,0,0,2000,0.05,"ri,cr2,cats,cats_trunc,cats_robust,cats_robustbase",20260815,"G10","cats_trunc",0.000269679743520302,0.000269679743520302,5.25,0.498717104178311,0.0525903266527869,94.75,0.498717104178311,0.227784512941982,2000,0,,9.991,0.0353099999999999,"Truncated CATs",4
"S1C001",10,40,0,"Null",0,1,1,1,"none","Clean",0.05,0,0,2000,0.05,"ri,cr2,cats,cats_trunc,cats_robust,cats_robustbase",20260815,"G10","cats_robust",8.69888748756563e-05,8.69888748756563e-05,5.2,0.496467521596328,0.0566847658682799,94.8,0.496467521596328,0.24719734999736,2000,0,,10,0.0711750000000012,"Robust CATs: lmRob",5
"S1C001",10,40,0,"Null",0,1,1,1,"none","Clean",0.05,0,0,2000,0.05,"ri,cr2,cats,cats_trunc,cats_robust,cats_robustbase",20260815,"G10","cats_robustbase",0.000145278509529417,0.000145278509529417,5.55,0.511955808639769,0.0541892575934359,94.45,0.511955808639769,0.235416497796109,2000,0,,10,0.139314999999999,"Robust CATs: lmrob",6
"S1C002",10,40,0,"Null",0,1,1,1,"vertical","Vertical outliers",0.05,6,0,2000,0.05,"ri,cr2,cats,cats_trunc,cats_robust,cats_robustbase",20260815,"G10","ri",0.00196202513160689,0.00196202513160689,5.3,0.50095408971282,0.0840897436205611,94.7,0.50095408971282,0.333568382179379,2000,0,0,10,0.268040000000001,"Random intercept (KR)",1
"S1C002",10,40,0,"Null",0,1,1,1,"vertical","Vertical outliers",0.05,6,0,2000,0.05,"ri,cr2,cats,cats_trunc,cats_robust,cats_robustbase",20260815,"G10","cr2",0.0042176678405251,0.0042176678405251,5.15,0.494205169944629,0.096860062593729,94.85,0.494205169944629,0.422578102892054,2000,0,,10,0.0529100000000012,"OLS with CR2",2
"S1C002",10,40,0,"Null",0,1,1,1,"vertical","Vertical outliers",0.05,6,0,2000,0.05,"ri,cr2,cats,cats_trunc,cats_robust,cats_robustbase",20260815,"G10","cats",0.00108931432573721,0.00108931432573721,5.8,0.522666241496426,0.085753823343633,94.2,0.522666241496426,0.379499035335455,2000,0,,10,0.0316399999999992,"CATs",3
"S1C002",10,40,0,"Null",0,1,1,1,"vertical","Vertical outliers",0.05,6,0,2000,0.05,"ri,cr2,cats,cats_trunc,cats_robust,cats_robustbase",20260815,"G10","cats_trunc",0.00102249132464273,0.00102249132464273,5.85,0.52477495176504,0.0857558284037399,94.15,0.52477495176504,0.379180917501689,2000,0,,9.993,0.0322500000000006,"Truncated CATs",4
"S1C002",10,40,0,"Null",0,1,1,1,"vertical","Vertical outliers",0.05,6,0,2000,0.05,"ri,cr2,cats,cats_trunc,cats_robust,cats_robustbase",20260815,"G10","cats_robust",-0.000192969095634906,-0.000192969095634906,5.05,0.489641450451246,0.056470985295895,94.95,0.489641450451246,0.247419190752934,2000,0,,10,0.0667499999999985,"Robust CATs: lmRob",5
"S1C002",10,40,0,"Null",0,1,1,1,"vertical","Vertical outliers",0.05,6,0,2000,0.05,"ri,cr2,cats,cats_trunc,cats_robust,cats_robustbase",20260815,"G10","cats_robustbase",0.000445819649640401,0.000445819649640401,5.05,0.489641450451246,0.0553291107366775,94.95,0.489641450451246,0.242102464667963,2000,0,,10,0.130534999999997,"Robust CATs: lmrob",6
"S1C003",10,40,0,"Null",0,1,1,1,"bad_leverage","Bad leverage",0.05,0.375,4,2000,0.05,"ri,cr2,cats,cats_trunc,cats_robust,cats_robustbase",20260815,"G10","ri",-0.0429369778937509,-0.0429369778937509,20.8104052026013,0.907962540950739,0.0577306796693106,79.1895947973987,0.907962540950739,0.150716841692832,1999,0.05,0,10,0.266500000000001,"Random intercept (KR)",1
"S1C003",10,40,0,"Null",0,1,1,1,"bad_leverage","Bad leverage",0.05,0.375,4,2000,0.05,"ri,cr2,cats,cats_trunc,cats_robust,cats_robustbase",20260815,"G10","cr2",-0.0404774461398676,-0.0404774461398676,11.85,0.72269547528679,0.0672421610244049,88.15,0.722695475286791,0.228005378003388,2000,0,,10,0.0518150000000003,"OLS with CR2",2
"S1C003",10,40,0,"Null",0,1,1,1,"bad_leverage","Bad leverage",0.05,0.375,4,2000,0.05,"ri,cr2,cats,cats_trunc,cats_robust,cats_robustbase",20260815,"G10","cats",-0.0436550833677115,-0.0436550833677115,18.6,0.870068962783985,0.0583829884113413,81.4,0.870068962783985,0.169007467094897,2000,0,,10,0.0319100000000003,"CATs",3
"S1C003",10,40,0,"Null",0,1,1,1,"bad_leverage","Bad leverage",0.05,0.375,4,2000,0.05,"ri,cr2,cats,cats_trunc,cats_robust,cats_robustbase",20260815,"G10","cats_trunc",-0.0436901768741191,-0.0436901768741191,18.6,0.870068962783985,0.0584277747892869,81.4,0.870068962783985,0.168939929177559,2000,0,,9.992,0.0325900000000036,"Truncated CATs",4
"S1C003",10,40,0,"Null",0,1,1,1,"bad_leverage","Bad leverage",0.05,0.375,4,2000,0.05,"ri,cr2,cats,cats_trunc,cats_robust,cats_robustbase",20260815,"G10","cats_robust",-0.0414177104219223,-0.0414177104219223,15.5,0.809243473869268,0.0600680739908684,84.5,0.809243473869268,0.186702442813494,2000,0,,10,0.0666499999999937,"Robust CATs: lmRob",5
"S1C003",10,40,0,"Null",0,1,1,1,"bad_leverage","Bad leverage",0.05,0.375,4,2000,0.05,"ri,cr2,cats,cats_trunc,cats_robust,cats_robustbase",20260815,"G10","cats_robustbase",-0.0436611111670682,-0.0436611111670682,17.75,0.854382086656784,0.0594974450841559,82.25,0.854382086656784,0.174352034996466,2000,0,,10,0.128525000000002,"Robust CATs: lmrob",6
"S1C004",10,40,0.1,"Alternative",0,1,1,1,"none","Clean",0.05,0,0,2000,0.05,"ri,cr2,cats,cats_trunc,cats_robust,cats_robustbase",20260815,"G10","ri",0.100238179957374,0.000238179957373663,50.6506506506507,1.11849871087616,0.0516055999286673,94.5445445445445,0.508084565387622,0.199305506066304,1998,0.1,0,10,0.265955000000003,"Random intercept (KR)",1
"S1C004",10,40,0.1,"Alternative",0,1,1,1,"none","Clean",0.05,0,0,2000,0.05,"ri,cr2,cats,cats_trunc,cats_robust,cats_robustbase",20260815,"G10","cr2",0.102541215966688,0.00254121596668816,27.7,1.00067727065223,0.0719729431779698,94.7,0.50095408971282,0.303140352072727,2000,0,,10,0.0512149999999954,"OLS with CR2",2
"S1C004",10,40,0.1,"Alternative",0,1,1,1,"none","Clean",0.05,0,0,2000,0.05,"ri,cr2,cats,cats_trunc,cats_robust,cats_robustbase",20260815,"G10","cats",0.100177439068627,0.000177439068627317,40.7,1.09852400975127,0.0526072043817319,94.75,0.498717104178311,0.227770331138891,2000,0,,10,0.0316799999999953,"CATs",3
"S1C004",10,40,0.1,"Alternative",0,1,1,1,"none","Clean",0.05,0,0,2000,0.05,"ri,cr2,cats,cats_trunc,cats_robust,cats_robustbase",20260815,"G10","cats_trunc",0.100102269433252,0.000102269433252114,40.65,1.09831177267659,0.0527317797556003,94.55,0.507591124823908,0.227659418316815,2000,0,,9.9905,0.0322649999999981,"Truncated CATs",4
"S1C004",10,40,0.1,"Alternative",0,1,1,1,"none","Clean",0.05,0,0,2000,0.05,"ri,cr2,cats,cats_trunc,cats_robust,cats_robustbase",20260815,"G10","cats_robust",0.100086982074638,8.69820746377545e-05,36.3,1.07524648337021,0.0566847675801998,94.8,0.496467521596328,0.247197368485602,2000,0,,10,0.0663099999999984,"Robust CATs: lmRob",5
"S1C004",10,40,0.1,"Alternative",0,1,1,1,"none","Clean",0.05,0,0,2000,0.05,"ri,cr2,cats,cats_trunc,cats_robust,cats_robustbase",20260815,"G10","cats_robustbase",0.100116950948919,0.000116950948919075,39.2,1.0916409666186,0.0542300493801481,94.45,0.511955808639769,0.235424645437446,2000,0,,10,0.128444999999996,"Robust CATs: lmrob",6
"S1C005",10,40,0.1,"Alternative",0,1,1,1,"vertical","Vertical outliers",0.05,6,0,2000,0.05,"ri,cr2,cats,cats_trunc,cats_robust,cats_robustbase",20260815,"G10","ri",0.101868836996268,0.00186883699626837,21.8609304652326,0.924404481101808,0.0840053263994038,94.7473736868434,0.498959672160204,0.333555430849502,1999,0.05,0,10,0.266390000000002,"Random intercept (KR)",1
"S1C005",10,40,0.1,"Alternative",0,1,1,1,"vertical","Vertical outliers",0.05,6,0,2000,0.05,"ri,cr2,cats,cats_trunc,cats_robust,cats_robustbase",20260815,"G10","cr2",0.104217667840525,0.00421766784052509,16.2,0.823881059376898,0.096860062593729,94.85,0.494205169944629,0.422578102892054,2000,0,,10,0.0524599999999928,"OLS with CR2",2
"S1C005",10,40,0.1,"Alternative",0,1,1,1,"vertical","Vertical outliers",0.05,6,0,2000,0.05,"ri,cr2,cats,cats_trunc,cats_robust,cats_robustbase",20260815,"G10","cats",0.101089314325737,0.00108931432573721,17.3,0.845786616115436,0.085753823343633,94.2,0.522666241496426,0.379499035335455,2000,0,,10,0.0318200000000129,"CATs",3
"S1C005",10,40,0.1,"Alternative",0,1,1,1,"vertical","Vertical outliers",0.05,6,0,2000,0.05,"ri,cr2,cats,cats_trunc,cats_robust,cats_robustbase",20260815,"G10","cats_trunc",0.100968999837244,0.000968999837244346,17.3,0.845786616115436,0.0857997224064691,94.1,0.526872849936301,0.379221398015942,2000,0,,9.993,0.0329299999999967,"Truncated CATs",4
"S1C005",10,40,0.1,"Alternative",0,1,1,1,"vertical","Vertical outliers",0.05,6,0,2000,0.05,"ri,cr2,cats,cats_trunc,cats_robust,cats_robustbase",20260815,"G10","cats_robust",0.0998070345857242,-0.000192965414275782,35.35,1.06896620620111,0.0564709879060405,94.95,0.489641450451246,0.24741920841855,2000,0,,10,0.0656799999999944,"Robust CATs: lmRob",5
"S1C005",10,40,0.1,"Alternative",0,1,1,1,"vertical","Vertical outliers",0.05,6,0,2000,0.05,"ri,cr2,cats,cats_trunc,cats_robust,cats_robustbase",20260815,"G10","cats_robustbase",0.100450097971496,0.000450097971495917,36.95,1.07928158976238,0.0553321871285319,94.95,0.489641450451246,0.24210881652844,2000,0,,10,0.129435000000004,"Robust CATs: lmrob",6
"S1C006",10,40,0.1,"Alternative",0,1,1,1,"bad_leverage","Bad leverage",0.05,0.375,4,2000,0.05,"ri,cr2,cats,cats_trunc,cats_robust,cats_robustbase",20260815,"G10","ri",0.011271110098361,-0.088728889901639,6.15615615615616,0.537724675205298,0.0968179349828411,37.3873873873874,1.08241980496306,0.15169051307601,1998,0.1,0,10,0.265184999999999,"Random intercept (KR)",1
"S1C006",10,40,0.1,"Alternative",0,1,1,1,"bad_leverage","Bad leverage",0.05,0.375,4,2000,0.05,"ri,cr2,cats,cats_trunc,cats_robust,cats_robustbase",20260815,"G10","cr2",0.0138061523230007,-0.0861938476769993,6.35,0.5452877680638,0.10158197995353,65.9,1.05999764150681,0.228753725451554,2000,0,,10,0.0509350000000081,"OLS with CR2",2
"S1C006",10,40,0.1,"Alternative",0,1,1,1,"bad_leverage","Bad leverage",0.05,0.375,4,2000,0.05,"ri,cr2,cats,cats_trunc,cats_robust,cats_robustbase",20260815,"G10","cats",0.00996928995844968,-0.0900307100415503,5.45,0.507591124823908,0.0980726199694007,46.65,1.11552173891861,0.170018997684576,2000,0,,10,0.0315949999999893,"CATs",3
