"source","message","count"
"overall_warning_field","Cluster 7: S refinements did not converge (to refine.tol=1e-07) in 200 (= k.max) steps | initial estim. 'init' not converged -- will be return()ed basically unchanged | Cluster 9: S refinements did not converge (to refine.tol=1e-07) in 200 (= k.max) steps | initial estim. 'init' not converged -- will be return()ed basically unchanged",2
"overall_warning_field","Cluster 8: S refinements did not converge (to refine.tol=1e-07) in 200 (= k.max) steps | initial estim. 'init' not converged -- will be return()ed basically unchanged | Cluster 11: S refinements did not converge (to refine.tol=1e-07) in 200 (= k.max) steps | initial estim. 'init' not converged -- will be return()ed basically unchanged",2
"overall_warning_field","Cluster 8: S refinements did not converge (to refine.tol=1e-07) in 200 (= k.max) steps | initial estim. 'init' not converged -- will be return()ed basically unchanged | Cluster 18: S refinements did not converge (to refine.tol=1e-07) in 200 (= k.max) steps | initial estim. 'init' not converged -- will be return()ed basically unchanged",2
"overall_warning_field","Cluster 12: S refinements did not converge (to refine.tol=1e-07) in 200 (= k.max) steps | initial estim. 'init' not converged -- will be return()ed basically unchanged | Cluster 13: S refinements did not converge (to refine.tol=1e-07) in 200 (= k.max) steps | initial estim. 'init' not converged -- will be return()ed basically unchanged",1
"overall_warning_field","Cluster 13: M-step did NOT converge. Returning unconverged SM-estimate",1
"overall_warning_field","Cluster 13: S refinements did not converge (to refine.tol=1e-07) in 200 (= k.max) steps | initial estim. 'init' not converged -- will be return()ed basically unchanged | Cluster 14: S refinements did not converge (to refine.tol=1e-07) in 200 (= k.max) steps | initial estim. 'init' not converged -- will be return()ed basically unchanged",1
"overall_warning_field","Cluster 13: S refinements did not converge (to refine.tol=1e-07) in 200 (= k.max) steps | initial estim. 'init' not converged -- will be return()ed basically unchanged | Cluster 16: S refinements did not converge (to refine.tol=1e-07) in 200 (= k.max) steps | initial estim. 'init' not converged -- will be return()ed basically unchanged",1
"overall_warning_field","Cluster 13: S refinements did not converge (to refine.tol=1e-07) in 200 (= k.max) steps | initial estim. 'init' not converged -- will be return()ed basically unchanged | Cluster 17: S refinements did not converge (to refine.tol=1e-07) in 200 (= k.max) steps | initial estim. 'init' not converged -- will be return()ed basically unchanged",1
"overall_warning_field","Cluster 14: M-step did NOT converge. Returning unconverged SM-estimate | Cluster 39: S refinements did not converge (to refine.tol=1e-07) in 200 (= k.max) steps | initial estim. 'init' not converged -- will be return()ed basically unchanged",1
"overall_warning_field","Cluster 15: M-step did NOT converge. Returning unconverged SM-estimate",1
"overall_warning_field","Cluster 15: S refinements did not converge (to refine.tol=1e-07) in 200 (= k.max) steps | initial estim. 'init' not converged -- will be return()ed basically unchanged | Cluster 22: S refinements did not converge (to refine.tol=1e-07) in 200 (= k.max) steps | initial estim. 'init' not converged -- will be return()ed basically unchanged",1
"overall_warning_field","Cluster 15: S refinements did not converge (to refine.tol=1e-07) in 200 (= k.max) steps | initial estim. 'init' not converged -- will be return()ed basically unchanged | Cluster 29: S refinements did not converge (to refine.tol=1e-07) in 200 (= k.max) steps | initial estim. 'init' not converged -- will be return()ed basically unchanged",1
"overall_warning_field","Cluster 16: S refinements did not converge (to refine.tol=1e-07) in 200 (= k.max) steps | initial estim. 'init' not converged -- will be return()ed basically unchanged | Cluster 32: S refinements did not converge (to refine.tol=1e-07) in 200 (= k.max) steps | initial estim. 'init' not converged -- will be return()ed basically unchanged",1
"overall_warning_field","Cluster 17: S refinements did not converge (to refine.tol=1e-07) in 200 (= k.max) steps | initial estim. 'init' not converged -- will be return()ed basically unchanged | Cluster 26: S refinements did not converge (to refine.tol=1e-07) in 200 (= k.max) steps | initial estim. 'init' not converged -- will be return()ed basically unchanged",1
"overall_warning_field","Cluster 18: M-step did NOT converge. Returning unconverged SM-estimate",1
"overall_warning_field","Cluster 18: S refinements did not converge (to refine.tol=1e-07) in 200 (= k.max) steps | initial estim. 'init' not converged -- will be return()ed basically unchanged | Cluster 32: M-step did NOT converge. Returning unconverged SM-estimate",1
"overall_warning_field","Cluster 2: Max iteration for refinement reached. | Cluster 29: Max iteration for refinement reached.",1
"overall_warning_field","Cluster 21: S refinements did not converge (to refine.tol=1e-07) in 200 (= k.max) steps | initial estim. 'init' not converged -- will be return()ed basically unchanged | Cluster 28: S refinements did not converge (to refine.tol=1e-07) in 200 (= k.max) steps | initial estim. 'init' not converged -- will be return()ed basically unchanged",1
"overall_warning_field","Cluster 22: M-step did NOT converge. Returning unconverged SM-estimate",1
"overall_warning_field","Cluster 23: S refinements did not converge (to refine.tol=1e-07) in 200 (= k.max) steps | initial estim. 'init' not converged -- will be return()ed basically unchanged | Cluster 40: S refinements did not converge (to refine.tol=1e-07) in 200 (= k.max) steps | initial estim. 'init' not converged -- will be return()ed basically unchanged",1
"overall_warning_field","Cluster 24: M-step did NOT converge. Returning unconverged SM-estimate",1
"overall_warning_field","Cluster 25: M-step did NOT converge. Returning unconverged SM-estimate",1
"overall_warning_field","Cluster 27: S refinements did not converge (to refine.tol=1e-07) in 200 (= k.max) steps | initial estim. 'init' not converged -- will be return()ed basically unchanged | Cluster 36: M-step did NOT converge. Returning unconverged SM-estimate",1
"overall_warning_field","Cluster 28: Max iteration for final coefficients reached.",1
"overall_warning_field","Cluster 29: S refinements did not converge (to refine.tol=1e-07) in 200 (= k.max) steps | initial estim. 'init' not converged -- will be return()ed basically unchanged | Cluster 31: S refinements did not converge (to refine.tol=1e-07) in 200 (= k.max) steps | initial estim. 'init' not converged -- will be return()ed basically unchanged",1
"overall_warning_field","Cluster 3: Max iteration for refinement reached. | Cluster 10: Max iteration for refinement reached.",1
"overall_warning_field","Cluster 30: Max iteration for final coefficients reached.",1
"overall_warning_field","Cluster 30: S refinements did not converge (to refine.tol=1e-07) in 200 (= k.max) steps | initial estim. 'init' not converged -- will be return()ed basically unchanged | Cluster 35: S refinements did not converge (to refine.tol=1e-07) in 200 (= k.max) steps | initial estim. 'init' not converged -- will be return()ed basically unchanged",1
"overall_warning_field","Cluster 31: M-step did NOT converge. Returning unconverged SM-estimate",1
"overall_warning_field","Cluster 32: M-step did NOT converge. Returning unconverged SM-estimate",1
"overall_warning_field","Cluster 35: S refinements did not converge (to refine.tol=1e-07) in 200 (= k.max) steps | initial estim. 'init' not converged -- will be return()ed basically unchanged | Cluster 38: M-step did NOT converge. Returning unconverged SM-estimate",1
"overall_warning_field","Cluster 38: M-step did NOT converge. Returning unconverged SM-estimate",1
"overall_warning_field","Cluster 39: Max iteration for final coefficients reached.",1
"overall_warning_field","Cluster 4: Max iteration for refinement reached. | Cluster 27: Max iteration for final coefficients reached.",1
"overall_warning_field","Cluster 4: S refinements did not converge (to refine.tol=1e-07) in 200 (= k.max) steps | initial estim. 'init' not converged -- will be return()ed basically unchanged | Cluster 21: S refinements did not converge (to refine.tol=1e-07) in 200 (= k.max) steps | initial estim. 'init' not converged -- will be return()ed basically unchanged",1
"overall_warning_field","Cluster 4: S refinements did not converge (to refine.tol=1e-07) in 200 (= k.max) steps | initial estim. 'init' not converged -- will be return()ed basically unchanged | Cluster 30: S refinements did not converge (to refine.tol=1e-07) in 200 (= k.max) steps | initial estim. 'init' not converged -- will be return()ed basically unchanged",1
"overall_warning_field","Cluster 4: S refinements did not converge (to refine.tol=1e-07) in 200 (= k.max) steps | initial estim. 'init' not converged -- will be return()ed basically unchanged | Cluster 34: S refinements did not converge (to refine.tol=1e-07) in 200 (= k.max) steps | initial estim. 'init' not converged -- will be return()ed basically unchanged",1
"overall_warning_field","Cluster 4: S refinements did not converge (to refine.tol=1e-07) in 200 (= k.max) steps | initial estim. 'init' not converged -- will be return()ed basically unchanged | Cluster 8: S refinements did not converge (to refine.tol=1e-07) in 200 (= k.max) steps | initial estim. 'init' not converged -- will be return()ed basically unchanged",1
"overall_warning_field","Cluster 5: Max iteration for refinement reached. | Cluster 15: Max iteration for refinement reached.",1
"overall_warning_field","Cluster 6: M-step did NOT converge. Returning unconverged SM-estimate | Cluster 14: S refinements did not converge (to refine.tol=1e-07) in 200 (= k.max) steps | initial estim. 'init' not converged -- will be return()ed basically unchanged",1
"overall_warning_field","Cluster 6: M-step did NOT converge. Returning unconverged SM-estimate | Cluster 25: S refinements did not converge (to refine.tol=1e-07) in 200 (= k.max) steps | initial estim. 'init' not converged -- will be return()ed basically unchanged",1
"overall_warning_field","Cluster 6: S refinements did not converge (to refine.tol=1e-07) in 200 (= k.max) steps | initial estim. 'init' not converged -- will be return()ed basically unchanged | Cluster 23: S refinements did not converge (to refine.tol=1e-07) in 200 (= k.max) steps | initial estim. 'init' not converged -- will be return()ed basically unchanged",1
"overall_warning_field","Cluster 6: S refinements did not converge (to refine.tol=1e-07) in 200 (= k.max) steps | initial estim. 'init' not converged -- will be return()ed basically unchanged | Cluster 36: S refinements did not converge (to refine.tol=1e-07) in 200 (= k.max) steps | initial estim. 'init' not converged -- will be return()ed basically unchanged",1
"overall_warning_field","Cluster 7: Max iteration for final coefficients reached. | Cluster 12: Max iteration for final coefficients reached.",1
"overall_warning_field","Cluster 8: Max iteration for final coefficients reached. | Cluster 36: Max iteration for refinement reached.",1
"overall_warning_field","Cluster 8: S refinements did not converge (to refine.tol=1e-07) in 200 (= k.max) steps | initial estim. 'init' not converged -- will be return()ed basically unchanged | Cluster 10: S refinements did not converge (to refine.tol=1e-07) in 200 (= k.max) steps | initial estim. 'init' not converged -- will be return()ed basically unchanged",1
"overall_warning_field","Cluster 8: S refinements did not converge (to refine.tol=1e-07) in 200 (= k.max) steps | initial estim. 'init' not converged -- will be return()ed basically unchanged | Cluster 22: S refinements did not converge (to refine.tol=1e-07) in 200 (= k.max) steps | initial estim. 'init' not converged -- will be return()ed basically unchanged",1
"overall_warning_field","Cluster 9: Max iteration for refinement reached. | Cluster 23: Max iteration for refinement reached.",1
"overall_warning_field","Cluster 9: S refinements did not converge (to refine.tol=1e-07) in 200 (= k.max) steps | initial estim. 'init' not converged -- will be return()ed basically unchanged | Cluster 31: S refinements did not converge (to refine.tol=1e-07) in 200 (= k.max) steps | initial estim. 'init' not converged -- will be return()ed basically unchanged",1
"overall_warning_field","Model failed to converge with max|grad| = 0.00204948 (tol = 0.002, component 1)
  See ?lme4::convergence and ?lme4::troubleshooting.",1
"overall_warning_field","Model failed to converge with max|grad| = 0.00207641 (tol = 0.002, component 1)
  See ?lme4::convergence and ?lme4::troubleshooting.",1
"overall_warning_field","Model failed to converge with max|grad| = 0.00208784 (tol = 0.002, component 1)
  See ?lme4::convergence and ?lme4::troubleshooting.",1
"overall_warning_field","Model failed to converge with max|grad| = 0.00209189 (tol = 0.002, component 1)
  See ?lme4::convergence and ?lme4::troubleshooting.",1
"overall_warning_field","Model failed to converge with max|grad| = 0.00209605 (tol = 0.002, component 1)
  See ?lme4::convergence and ?lme4::troubleshooting.",1
"overall_warning_field","Model failed to converge with max|grad| = 0.00212069 (tol = 0.002, component 1)
  See ?lme4::convergence and ?lme4::troubleshooting.",1
"overall_warning_field","Model failed to converge with max|grad| = 0.00314992 (tol = 0.002, component 1)
  See ?lme4::convergence and ?lme4::troubleshooting.",1
"robust_template_warning","Max iteration for refinement reached.",171
"robust_template_warning","S refinements did not converge (to refine.tol=1e-07) in 200 (= k.max) steps | initial estim. 'init' not converged -- will be return()ed basically unchanged",19
